imgUrl,questionStr,answerGroups,answerQuestions
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000329664.jpg""","""Why is the player facing the wall?""","[[{""id"": ""g0.0"", ""content"": ""catch ball""}, {""id"": ""g0.1"", ""content"": ""chasing ball""}, {""id"": ""g0.2"", ""content"": ""ball""}, {""id"": ""g0.3"", ""content"": ""catching ball""}], [{""id"": ""g1.0"", ""content"": ""looking at score""}, {""id"": ""g1.1"", ""content"": ""that's where ball is""}, {""id"": ""g1.2"", ""content"": ""ball retrieval""}, {""id"": ""g1.3"", ""content"": ""ball bounced off it""}, {""id"": ""g1.4"", ""content"": ""to catch ball""}]]","[""Why is the player facing the wall?"", ""Why is the player facing the wall?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000335359.jpg""","""Which male is ready to hit a tennis ball with a racket?""","[[{""id"": ""g0.0"", ""content"": ""man in front""}, {""id"": ""g0.1"", ""content"": ""in front""}], [{""id"": ""g1.0"", ""content"": ""left""}], [{""id"": ""g2.0"", ""content"": ""1st 1""}, {""id"": ""g2.1"", ""content"": ""younger 1""}], [{""id"": ""g3.0"", ""content"": ""male wearing shorts""}, {""id"": ""g3.1"", ""content"": ""white shirt""}], [{""id"": ""g4.0"", ""content"": ""front""}]]","[""Which male is ready to hit a tennis ball with a racket?"", ""Which male is ready to hit a tennis ball with a racket?"", ""Which male is ready to hit a tennis ball with a racket?"", ""Which male is ready to hit a tennis ball with a racket?"", ""Which male is ready to hit a tennis ball with a racket?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000336313.jpg""","""What color is the outside of the bowls?""","[[{""id"": ""g0.0"", ""content"": ""white""}, {""id"": ""g0.1"", ""content"": ""gray, white""}, {""id"": ""g0.2"", ""content"": ""blue, white""}], [{""id"": ""g1.0"", ""content"": ""green""}, {""id"": ""g1.1"", ""content"": ""gray""}, {""id"": ""g1.2"", ""content"": ""green and yellow""}, {""id"": ""g1.3"", ""content"": ""yellow""}, {""id"": ""g1.4"", ""content"": ""gray and white""}]]","[""What color is the outside of the bowls?"", ""What color is the outside of the bowls?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000340197.jpg""","""What is the woman doing?""","[[{""id"": ""g0.0"", ""content"": ""frisbee""}], [{""id"": ""g1.0"", ""content"": ""throwing frisbee""}, {""id"": ""g1.1"", ""content"": ""playing frisbee""}, {""id"": ""g1.2"", ""content"": ""catching frisbee""}]]","[""What is the woman doing?"", ""What is the woman doing?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000352019.jpg""","""What color is the bus going down the street?""","[[{""id"": ""g0.0"", ""content"": ""white""}, {""id"": ""g0.1"", ""content"": ""white and black""}], [{""id"": ""g1.0"", ""content"": ""green white""}, {""id"": ""g1.1"", ""content"": ""green and white""}, {""id"": ""g1.2"", ""content"": ""blue""}, {""id"": ""g1.3"", ""content"": ""white and green""}, {""id"": ""g1.4"", ""content"": ""dark green""}]]","[""What color is the bus going down the street?"", ""What color is the bus going down the street?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000362500.jpg""","""Is the table long or wide?""","[[{""id"": ""g0.0"", ""content"": ""long""}, {""id"": ""g0.1"", ""content"": ""neither""}], [{""id"": ""g1.0"", ""content"": ""wide""}]]","[""Is the table long or wide?"", ""Is the table long or wide?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000363469.jpg""","""What is the green cage used for?""","[[{""id"": ""g0.0"", ""content"": ""protection""}, {""id"": ""g0.1"", ""content"": ""keep people safe""}], [{""id"": ""g1.0"", ""content"": ""baseball game""}, {""id"": ""g1.1"", ""content"": ""baseball""}], [{""id"": ""g2.0"", ""content"": ""practicing""}, {""id"": ""g2.1"", ""content"": ""practice""}], [{""id"": ""g3.0"", ""content"": ""batting""}], [{""id"": ""g4.0"", ""content"": ""batting practice""}]]","[""What is the green cage used for?"", ""What is the green cage used for?"", ""What is the green cage used for?"", ""What is the green cage used for?"", ""What is the green cage used for?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000378533.jpg""","""Are the bird's feet visible?""","[[{""id"": ""g0.0"", ""content"": ""yes""}, {""id"": ""g0.1"", ""content"": ""partly""}], [{""id"": ""g1.0"", ""content"": ""no""}]]","[""Are the bird's feet visible?"", ""Are the bird's feet visible?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000380528.jpg""","""Where is the train?""","[[{""id"": ""g0.0"", ""content"": ""train station""}, {""id"": ""g0.1"", ""content"": ""station""}, {""id"": ""g0.2"", ""content"": ""at station""}], [{""id"": ""g1.0"", ""content"": ""on tracks""}, {""id"": ""g1.1"", ""content"": ""track""}, {""id"": ""g1.2"", ""content"": ""on track""}, {""id"": ""g1.3"", ""content"": ""one""}, {""id"": ""g1.4"", ""content"": ""tracks""}]]","[""Where is the train?"", ""Where is the train?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000039004.jpg""","""What color is the bathtub?""","[[{""id"": ""g0.0"", ""content"": ""black""}], [{""id"": ""g1.0"", ""content"": ""black and white""}, {""id"": ""g1.1"", ""content"": ""white""}]]","[""What color is the bathtub?"", ""What color is the bathtub?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000039195.jpg""","""Where is the woman staring?""","[[{""id"": ""g0.0"", ""content"": ""her left""}, {""id"": ""g0.1"", ""content"": ""at her friend""}, {""id"": ""g0.2"", ""content"": ""at woman next to her""}], [{""id"": ""g1.0"", ""content"": ""right""}, {""id"": ""g1.1"", ""content"": ""to left""}, {""id"": ""g1.2"", ""content"": ""to right""}, {""id"": ""g1.3"", ""content"": ""can't tell""}]]","[""Where is the woman staring?"", ""Where is the woman staring?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000039203.jpg""","""What season is it?""","[[{""id"": ""g0.0"", ""content"": ""fall""}], [{""id"": ""g1.0"", ""content"": ""spring""}, {""id"": ""g1.1"", ""content"": ""summer""}, {""id"": ""g1.2"", ""content"": ""autumn""}]]","[""What season is it?"", ""What season is it?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000394234.jpg""","""What is the sofa made of?""","[[{""id"": ""g0.0"", ""content"": ""leather""}, {""id"": ""g0.1"", ""content"": ""suede""}], [{""id"": ""g1.0"", ""content"": ""fabric""}], [{""id"": ""g2.0"", ""content"": ""foam and wood""}, {""id"": ""g2.1"", ""content"": ""wood, cloth and filling""}], [{""id"": ""g3.0"", ""content"": ""cotton""}], [{""id"": ""g4.0"", ""content"": ""cloth""}]]","[""What is the sofa made of?"", ""What is the sofa made of?"", ""What is the sofa made of?"", ""What is the sofa made of?"", ""What is the sofa made of?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000405041.jpg""","""Where is the luggage?""","[[{""id"": ""g0.0"", ""content"": ""on floor""}, {""id"": ""g0.1"", ""content"": ""on right in front""}, {""id"": ""g0.2"", ""content"": ""sitting""}, {""id"": ""g0.3"", ""content"": ""bottom right""}, {""id"": ""g0.4"", ""content"": ""it is in departure area""}], [{""id"": ""g1.0"", ""content"": ""airport terminal""}, {""id"": ""g1.1"", ""content"": ""in airport""}, {""id"": ""g1.2"", ""content"": ""airport""}]]","[""Where is the luggage?"", ""Where is the luggage?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000418723.jpg""","""What are the people eating?""","[[{""id"": ""g0.0"", ""content"": ""sandwiches""}, {""id"": ""g0.1"", ""content"": ""pork sandwiches""}, {""id"": ""g0.2"", ""content"": ""barbecue beef sandwiches""}, {""id"": ""g0.3"", ""content"": ""bbq sandwiches""}, {""id"": ""g0.4"", ""content"": ""sandwich""}], [{""id"": ""g1.0"", ""content"": ""hamburgers""}, {""id"": ""g1.1"", ""content"": ""burgers""}, {""id"": ""g1.2"", ""content"": ""burger""}]]","[""What are the people eating?"", ""What are the people eating?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000117679.jpg""","""What fruit is on the plate?""","[[{""id"": ""g0.0"", ""content"": ""apples, blueberries, cherries""}], [{""id"": ""g1.0"", ""content"": ""apple, blueberries and cherries""}, {""id"": ""g1.1"", ""content"": ""grapes, apples and cherries""}], [{""id"": ""g2.0"", ""content"": ""apple blueberries""}, {""id"": ""g2.1"", ""content"": ""grapes""}], [{""id"": ""g3.0"", ""content"": ""apple""}], [{""id"": ""g4.0"", ""content"": ""grapes/apples/cherries""}, {""id"": ""g4.1"", ""content"": ""apples, cherries, grapes""}]]","[""What fruit is on the plate?"", ""What fruit is on the plate?"", ""What fruit is on the plate?"", ""What fruit is on the plate?"", ""What fruit is on the plate?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000145087.jpg""","""Is the Vintage bottle from the 1800's or 1900's?""","[[{""id"": ""g0.0"", ""content"": ""1900s""}, {""id"": ""g0.1"", ""content"": ""yes""}], [{""id"": ""g1.0"", ""content"": ""1800's""}, {""id"": ""g1.1"", ""content"": ""1900's""}], [{""id"": ""g2.0"", ""content"": ""1900s""}, {""id"": ""g2.1"", ""content"": ""no""}], [{""id"": ""g3.0"", ""content"": ""1800's""}]]","[""Is the Vintage bottle from the 1800's or 1900's?"", ""Is the Vintage bottle from the 1800's or 1900's?"", ""Is the Vintage bottle from the 1800's or 1900's?"", ""Is the Vintage bottle from the 1800's or 1900's?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000200503.jpg""","""What type of hot sauce is this?""","[[{""id"": ""g0.0"", ""content"": ""not hot sauce""}, {""id"": ""g0.1"", ""content"": ""no hot sauce""}], [{""id"": ""g1.0"", ""content"": ""beer""}], [{""id"": ""g2.0"", ""content"": ""texas pete""}], [{""id"": ""g3.0"", ""content"": ""none""}], [{""id"": ""g4.0"", ""content"": ""shiner""}, {""id"": ""g4.1"", ""content"": ""shiner bock""}]]","[""What type of hot sauce is this?"", ""What type of hot sauce is this?"", ""What type of hot sauce is this?"", ""What type of hot sauce is this?"", ""What type of hot sauce is this?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000250778.jpg""","""What kind of computer is in the image?""","[[{""id"": ""g0.0"", ""content"": ""macbook""}], [{""id"": ""g1.0"", ""content"": ""dell and macbook""}, {""id"": ""g1.1"", ""content"": ""laptop and desktop""}], [{""id"": ""g2.0"", ""content"": ""laptop,desktop""}, {""id"": ""g2.1"", ""content"": ""dell""}], [{""id"": ""g3.0"", ""content"": ""laptop, desktop""}, {""id"": ""g3.1"", ""content"": ""desktop""}], [{""id"": ""g4.0"", ""content"": ""laptop""}, {""id"": ""g4.1"", ""content"": ""dell""}]]","[""What kind of computer is in the image?"", ""What kind of computer is in the image?"", ""What kind of computer is in the image?"", ""What kind of computer is in the image?"", ""What kind of computer is in the image?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000039027.jpg""","""What is the plunger next to the toilet used for?""","[[{""id"": ""g0.0"", ""content"": ""unplug toilet""}, {""id"": ""g0.1"", ""content"": ""unclogging""}], [{""id"": ""g1.0"", ""content"": ""unclogging""}, {""id"": ""g1.1"", ""content"": ""plunging""}], [{""id"": ""g2.0"", ""content"": ""removing clogs""}, {""id"": ""g2.1"", ""content"": ""unclog toilet""}], [{""id"": ""g3.0"", ""content"": ""clean""}, {""id"": ""g3.1"", ""content"": ""un-clog""}], [{""id"": ""g4.0"", ""content"": ""removing clogs""}]]","[""What is the plunger next to the toilet used for?"", ""What is the plunger next to the toilet used for?"", ""What is the plunger next to the toilet used for?"", ""What is the plunger next to the toilet used for?"", ""What is the plunger next to the toilet used for?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000441296.jpg""","""What is a clue that this is the desk of a student?""","[[{""id"": ""g0.0"", ""content"": ""coffee""}], [{""id"": ""g1.0"", ""content"": ""homework""}], [{""id"": ""g2.0"", ""content"": ""lots of papers""}, {""id"": ""g2.1"", ""content"": ""papers""}], [{""id"": ""g3.0"", ""content"": ""disorganization""}], [{""id"": ""g4.0"", ""content"": ""electronic gadgets""}], [{""id"": ""g5.0"", ""content"": ""tidy""}], [{""id"": ""g6.0"", ""content"": ""computer""}], [{""id"": ""g7.0"", ""content"": ""0""}], [{""id"": ""g8.0"", ""content"": ""2 monitors""}]]","[""What is a clue that this is the desk of a student?"", ""What is a clue that this is the desk of a student?"", ""What is a clue that this is the desk of a student?"", ""What is a clue that this is the desk of a student?"", ""What is a clue that this is the desk of a student?"", ""What is a clue that this is the desk of a student?"", ""What is a clue that this is the desk of a student?"", ""What is a clue that this is the desk of a student?"", ""What is a clue that this is the desk of a student?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000044332.jpg""","""What kind of flower is this?""","[[{""id"": ""g0.0"", ""content"": ""fern""}], [{""id"": ""g1.0"", ""content"": ""lily""}], [{""id"": ""g2.0"", ""content"": ""pink""}], [{""id"": ""g3.0"", ""content"": ""pansies""}, {""id"": ""g3.1"", ""content"": ""pansy""}], [{""id"": ""g4.0"", ""content"": ""lilly""}], [{""id"": ""g5.0"", ""content"": ""various""}], [{""id"": ""g6.0"", ""content"": ""rose""}], [{""id"": ""g7.0"", ""content"": ""varied""}], [{""id"": ""g8.0"", ""content"": ""lilac""}]]","[""What kind of flower is this?"", ""What kind of flower is this?"", ""What kind of flower is this?"", ""What kind of flower is this?"", ""What kind of flower is this?"", ""What kind of flower is this?"", ""What kind of flower is this?"", ""What kind of flower is this?"", ""What kind of flower is this?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000443937.jpg""","""What is at the top of the whole orange?""","[[{""id"": ""g0.0"", ""content"": ""smiley face""}], [{""id"": ""g1.0"", ""content"": ""chocolate""}], [{""id"": ""g2.0"", ""content"": ""leaves""}], [{""id"": ""g3.0"", ""content"": ""orange""}], [{""id"": ""g4.0"", ""content"": ""candy""}], [{""id"": ""g5.0"", ""content"": ""stem and leaf""}], [{""id"": ""g6.0"", ""content"": ""cloves""}], [{""id"": ""g7.0"", ""content"": ""raisins""}], [{""id"": ""g8.0"", ""content"": ""lemon""}]]","[""What is at the top of the whole orange?"", ""What is at the top of the whole orange?"", ""What is at the top of the whole orange?"", ""What is at the top of the whole orange?"", ""What is at the top of the whole orange?"", ""What is at the top of the whole orange?"", ""What is at the top of the whole orange?"", ""What is at the top of the whole orange?"", ""What is at the top of the whole orange?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000044463.jpg""","""Which three directions are allowed at this intersection?""","[[{""id"": ""g0.0"", ""content"": ""circle""}], [{""id"": ""g1.0"", ""content"": ""counterclockwise""}], [{""id"": ""g2.0"", ""content"": ""left,straight,right""}], [{""id"": ""g3.0"", ""content"": ""roundabout""}], [{""id"": ""g4.0"", ""content"": ""circular""}], [{""id"": ""g5.0"", ""content"": ""round""}], [{""id"": ""g6.0"", ""content"": ""left""}, {""id"": ""g6.1"", ""content"": ""all of them""}], [{""id"": ""g7.0"", ""content"": ""all around""}]]","[""Which three directions are allowed at this intersection?"", ""Which three directions are allowed at this intersection?"", ""Which three directions are allowed at this intersection?"", ""Which three directions are allowed at this intersection?"", ""Which three directions are allowed at this intersection?"", ""Which three directions are allowed at this intersection?"", ""Which three directions are allowed at this intersection?"", ""Which three directions are allowed at this intersection?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000447977.jpg""","""Why is the toilet outside?""","[[{""id"": ""g0.0"", ""content"": ""abandoned""}], [{""id"": ""g1.0"", ""content"": ""flower display""}], [{""id"": ""g2.0"", ""content"": ""used as planter""}], [{""id"": ""g3.0"", ""content"": ""don't know""}], [{""id"": ""g4.0"", ""content"": ""planter""}], [{""id"": ""g5.0"", ""content"": ""decoration""}], [{""id"": ""g6.0"", ""content"": ""flower pot""}], [{""id"": ""g7.0"", ""content"": ""garbage""}], [{""id"": ""g8.0"", ""content"": ""old""}]]","[""Why is the toilet outside?"", ""Why is the toilet outside?"", ""Why is the toilet outside?"", ""Why is the toilet outside?"", ""Why is the toilet outside?"", ""Why is the toilet outside?"", ""Why is the toilet outside?"", ""Why is the toilet outside?"", ""Why is the toilet outside?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000449701.jpg""","""What bird is in this picture?""","[[{""id"": ""g0.0"", ""content"": ""seagull""}], [{""id"": ""g1.0"", ""content"": ""baby""}], [{""id"": ""g2.0"", ""content"": ""dove""}], [{""id"": ""g3.0"", ""content"": ""quail""}, {""id"": ""g3.1"", ""content"": ""pheasant""}], [{""id"": ""g4.0"", ""content"": ""pigeon""}], [{""id"": ""g5.0"", ""content"": ""curlew""}], [{""id"": ""g6.0"", ""content"": ""gray bird""}], [{""id"": ""g7.0"", ""content"": ""warbler""}], [{""id"": ""g8.0"", ""content"": ""murrelets""}]]","[""What bird is in this picture?"", ""What bird is in this picture?"", ""What bird is in this picture?"", ""What bird is in this picture?"", ""What bird is in this picture?"", ""What bird is in this picture?"", ""What bird is in this picture?"", ""What bird is in this picture?"", ""What bird is in this picture?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000449947.jpg""","""Where does this kid come from?""","[[{""id"": ""g0.0"", ""content"": ""china""}], [{""id"": ""g1.0"", ""content"": ""south america""}], [{""id"": ""g2.0"", ""content"": ""city""}], [{""id"": ""g3.0"", ""content"": ""brazil""}], [{""id"": ""g4.0"", ""content"": ""africa""}], [{""id"": ""g5.0"", ""content"": ""her home""}], [{""id"": ""g6.0"", ""content"": ""india""}], [{""id"": ""g7.0"", ""content"": ""chile""}], [{""id"": ""g8.0"", ""content"": ""tropics""}]]","[""Where does this kid come from?"", ""Where does this kid come from?"", ""Where does this kid come from?"", ""Where does this kid come from?"", ""Where does this kid come from?"", ""Where does this kid come from?"", ""Where does this kid come from?"", ""Where does this kid come from?"", ""Where does this kid come from?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000450175.jpg""","""What team is at bat?""","[[{""id"": ""g0.0"", ""content"": ""opposing team""}], [{""id"": ""g1.0"", ""content"": ""pink""}, {""id"": ""g1.1"", ""content"": ""pink shirts""}], [{""id"": ""g2.0"", ""content"": ""no""}], [{""id"": ""g3.0"", ""content"": ""cardinals""}], [{""id"": ""g4.0"", ""content"": ""red sox""}], [{""id"": ""g5.0"", ""content"": ""pink team""}], [{""id"": ""g6.0"", ""content"": ""phillies""}], [{""id"": ""g7.0"", ""content"": ""west""}], [{""id"": ""g8.0"", ""content"": ""padres""}]]","[""What team is at bat?"", ""What team is at bat?"", ""What team is at bat?"", ""What team is at bat?"", ""What team is at bat?"", ""What team is at bat?"", ""What team is at bat?"", ""What team is at bat?"", ""What team is at bat?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000452087.jpg""","""What does the trash on the right include?""","[[{""id"": ""g0.0"", ""content"": ""pipe""}], [{""id"": ""g1.0"", ""content"": ""metal""}], [{""id"": ""g2.0"", ""content"": ""pipes""}], [{""id"": ""g3.0"", ""content"": ""pole""}], [{""id"": ""g4.0"", ""content"": ""pole, paper, wood""}], [{""id"": ""g5.0"", ""content"": ""recycling""}], [{""id"": ""g6.0"", ""content"": ""paper""}], [{""id"": ""g7.0"", ""content"": ""garbage""}], [{""id"": ""g8.0"", ""content"": ""can't tell""}]]","[""What does the trash on the right include?"", ""What does the trash on the right include?"", ""What does the trash on the right include?"", ""What does the trash on the right include?"", ""What does the trash on the right include?"", ""What does the trash on the right include?"", ""What does the trash on the right include?"", ""What does the trash on the right include?"", ""What does the trash on the right include?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000453313.jpg""","""What would the mess on the sidewalk be called?""","[[{""id"": ""g0.0"", ""content"": ""vandalism""}], [{""id"": ""g1.0"", ""content"": ""meter""}], [{""id"": ""g2.0"", ""content"": ""liter""}], [{""id"": ""g3.0"", ""content"": ""broken parking meter""}], [{""id"": ""g4.0"", ""content"": ""bird poop""}], [{""id"": ""g5.0"", ""content"": ""ash""}], [{""id"": ""g6.0"", ""content"": ""debris""}], [{""id"": ""g7.0"", ""content"": ""litter""}], [{""id"": ""g8.0"", ""content"": ""trash""}]]","[""What would the mess on the sidewalk be called?"", ""What would the mess on the sidewalk be called?"", ""What would the mess on the sidewalk be called?"", ""What would the mess on the sidewalk be called?"", ""What would the mess on the sidewalk be called?"", ""What would the mess on the sidewalk be called?"", ""What would the mess on the sidewalk be called?"", ""What would the mess on the sidewalk be called?"", ""What would the mess on the sidewalk be called?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000455614.jpg""","""Why did the guy on the motorcycle stop?""","[[{""id"": ""g0.0"", ""content"": ""parking""}], [{""id"": ""g1.0"", ""content"": ""person""}], [{""id"": ""g2.0"", ""content"": ""patrol area""}], [{""id"": ""g3.0"", ""content"": ""grass""}], [{""id"": ""g4.0"", ""content"": ""so he did not go on grass""}, {""id"": ""g4.1"", ""content"": ""he needed to""}], [{""id"": ""g5.0"", ""content"": ""arrived""}], [{""id"": ""g6.0"", ""content"": ""photo""}], [{""id"": ""g7.0"", ""content"": ""pose""}], [{""id"": ""g8.0"", ""content"": ""to park""}]]","[""Why did the guy on the motorcycle stop?"", ""Why did the guy on the motorcycle stop?"", ""Why did the guy on the motorcycle stop?"", ""Why did the guy on the motorcycle stop?"", ""Why did the guy on the motorcycle stop?"", ""Why did the guy on the motorcycle stop?"", ""Why did the guy on the motorcycle stop?"", ""Why did the guy on the motorcycle stop?"", ""Why did the guy on the motorcycle stop?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000045582.jpg""","""What is the cat holding?""","[[{""id"": ""g0.0"", ""content"": ""brush""}], [{""id"": ""g1.0"", ""content"": ""cord""}], [{""id"": ""g2.0"", ""content"": ""sponge""}], [{""id"": ""g3.0"", ""content"": ""hair blower""}], [{""id"": ""g4.0"", ""content"": ""wire""}], [{""id"": ""g5.0"", ""content"": ""sink""}], [{""id"": ""g6.0"", ""content"": ""shirt""}], [{""id"": ""g7.0"", ""content"": ""electrical cord""}], [{""id"": ""g8.0"", ""content"": ""clothes""}]]","[""What is the cat holding?"", ""What is the cat holding?"", ""What is the cat holding?"", ""What is the cat holding?"", ""What is the cat holding?"", ""What is the cat holding?"", ""What is the cat holding?"", ""What is the cat holding?"", ""What is the cat holding?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000456949.jpg""","""What is this type of car known as?""","[[{""id"": ""g0.0"", ""content"": ""antique""}], [{""id"": ""g1.0"", ""content"": ""woodside""}], [{""id"": ""g2.0"", ""content"": ""buick""}], [{""id"": ""g3.0"", ""content"": ""wagon""}], [{""id"": ""g4.0"", ""content"": ""ford""}], [{""id"": ""g5.0"", ""content"": ""rolls royce""}], [{""id"": ""g6.0"", ""content"": ""don't know""}], [{""id"": ""g7.0"", ""content"": ""woody""}], [{""id"": ""g8.0"", ""content"": ""thunderbird""}]]","[""What is this type of car known as?"", ""What is this type of car known as?"", ""What is this type of car known as?"", ""What is this type of car known as?"", ""What is this type of car known as?"", ""What is this type of car known as?"", ""What is this type of car known as?"", ""What is this type of car known as?"", ""What is this type of car known as?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000456987.jpg""","""What brand of shoes is the subject wearing?""","[[{""id"": ""g0.0"", ""content"": ""clarks""}], [{""id"": ""g1.0"", ""content"": ""no brand""}], [{""id"": ""g2.0"", ""content"": ""unknown""}], [{""id"": ""g3.0"", ""content"": ""bowling""}], [{""id"": ""g4.0"", ""content"": ""adidas""}], [{""id"": ""g5.0"", ""content"": ""nike""}], [{""id"": ""g6.0"", ""content"": ""doc martin""}], [{""id"": ""g7.0"", ""content"": ""saddle""}], [{""id"": ""g8.0"", ""content"": ""reebok""}]]","[""What brand of shoes is the subject wearing?"", ""What brand of shoes is the subject wearing?"", ""What brand of shoes is the subject wearing?"", ""What brand of shoes is the subject wearing?"", ""What brand of shoes is the subject wearing?"", ""What brand of shoes is the subject wearing?"", ""What brand of shoes is the subject wearing?"", ""What brand of shoes is the subject wearing?"", ""What brand of shoes is the subject wearing?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000458139.jpg""","""What could you make with the ingredients above?""","[[{""id"": ""g0.0"", ""content"": ""fruit salad with bread""}], [{""id"": ""g1.0"", ""content"": ""souffle""}], [{""id"": ""g2.0"", ""content"": ""apple pie""}], [{""id"": ""g3.0"", ""content"": ""sandwich""}], [{""id"": ""g4.0"", ""content"": ""italian cooking""}], [{""id"": ""g5.0"", ""content"": ""breakfast""}], [{""id"": ""g6.0"", ""content"": ""cake""}], [{""id"": ""g7.0"", ""content"": ""egg sandwich""}], [{""id"": ""g8.0"", ""content"": ""omelet""}]]","[""What could you make with the ingredients above?"", ""What could you make with the ingredients above?"", ""What could you make with the ingredients above?"", ""What could you make with the ingredients above?"", ""What could you make with the ingredients above?"", ""What could you make with the ingredients above?"", ""What could you make with the ingredients above?"", ""What could you make with the ingredients above?"", ""What could you make with the ingredients above?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000459328.jpg""","""Where are the men looking?""","[[{""id"": ""g0.0"", ""content"": ""lady""}], [{""id"": ""g1.0"", ""content"": ""frisbee""}], [{""id"": ""g2.0"", ""content"": ""left""}], [{""id"": ""g3.0"", ""content"": ""friend""}], [{""id"": ""g4.0"", ""content"": ""around""}], [{""id"": ""g5.0"", ""content"": ""all directions""}], [{""id"": ""g6.0"", ""content"": ""at girl""}], [{""id"": ""g7.0"", ""content"": ""down""}], [{""id"": ""g8.0"", ""content"": ""frisbees""}]]","[""Where are the men looking?"", ""Where are the men looking?"", ""Where are the men looking?"", ""Where are the men looking?"", ""Where are the men looking?"", ""Where are the men looking?"", ""Where are the men looking?"", ""Where are the men looking?"", ""Where are the men looking?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000461301.jpg""","""Why aren't there any feathers on its neck?""","[[{""id"": ""g0.0"", ""content"": ""there are""}], [{""id"": ""g1.0"", ""content"": ""unknown""}], [{""id"": ""g2.0"", ""content"": ""born that way""}], [{""id"": ""g3.0"", ""content"": ""fighting""}], [{""id"": ""g4.0"", ""content"": ""unclear""}], [{""id"": ""g5.0"", ""content"": ""don't grow there""}], [{""id"": ""g6.0"", ""content"": ""finer feathers on neck""}], [{""id"": ""g7.0"", ""content"": ""yes""}], [{""id"": ""g8.0"", ""content"": ""aerodynamics""}]]","[""Why aren't there any feathers on its neck?"", ""Why aren't there any feathers on its neck?"", ""Why aren't there any feathers on its neck?"", ""Why aren't there any feathers on its neck?"", ""Why aren't there any feathers on its neck?"", ""Why aren't there any feathers on its neck?"", ""Why aren't there any feathers on its neck?"", ""Why aren't there any feathers on its neck?"", ""Why aren't there any feathers on its neck?""]"
