HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.imgUrl,Input.questionStr,Input.answerGroups,Input.answerQuestions,Input.question_id,Answer.answer_groups,Answer.answer_questions,Answer.is_skip,Answer.skipCheck,Answer.skip_reason,Approve,Reject,Turkle.Username,ambiguity_type 
495582,727,jimena_test_for_annotator_uncertainty,,,,Thu Jun 02 16:32:23 UTC 2022,1,,86400,,,,,23833,129,,Thu Jun 02 18:21:13 UTC 2022,Thu Jun 02 18:21:42 UTC 2022,,,,,29,,,,"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000404406.jpg""","""Where is the big teddy bear?""","[[{""id"": ""g0.1"", ""content"": ""floor""}], [{""id"": ""g1.1"", ""content"": ""against wall""}], [{""id"": ""g2.2"", ""content"": ""toy store""}]]","[""Where is the big teddy bear sitting?"", ""Where is the big teddy bear in the photo?"", ""What building is the big teddy bear in?""]",404406000,"[[{'id': 'g0.1', 'content': 'floor'}, {'id': 'g0.0', 'content': 'on floor'}, {'id': 'g0.0', 'content': 'on floor'}, {'id': 'g0.1', 'content': 'floor'}], [{'id': 'g1.1', 'content': 'against wall'}, {'id': 'g1.0', 'content': 'teddy bear store'}, {'id': 'g1.0', 'content': 'teddy bear store'}], [{'id': 'g2.2', 'content': 'toy store'}, {'id': 'g2.0', 'content': 'middle of picture'}, {'id': 'g2.1', 'content': 'against wall'}, {'id': 'g2.0', 'content': 'middle of picture'}, {'id': 'g2.1', 'content': 'against wall'}, {'id': 'g2.1', 'content': 'against wall'}, {'id': 'g2.0', 'content': 'middle of picture'}]]","[""On what is the teddy bear sitting?"",""What is the teddy bear sitting against?"",""In what building is the teddy bear?""]",false,,"""All answer the same question""",,,jgualla1,"\""A/L\"""""
495583,727,jimena_test_for_annotator_uncertainty,,,,Thu Jun 02 16:32:23 UTC 2022,1,,86400,,,,,23834,129,,Thu Jun 02 18:21:42 UTC 2022,Thu Jun 02 18:22:18 UTC 2022,,,,,36,,,,"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000200680.jpg""","""What is outside the window?""","[[{""id"": ""g0.0"", ""content"": ""city""}], [{""id"": ""g1.3"", ""content"": ""cars""}], [{""id"": ""g2.2"", ""content"": ""sunny""}]]","[""What location is outside the window?"", ""What is seen outside the window?"", ""What weather is outside the window?""]",200680004,"[[{'id': 'g0.0', 'content': 'city'}], [{'id': 'g1.3', 'content': 'cars'}, {'id': 'g1.0', 'content': 'sunlight'}, {'id': 'g1.0', 'content': 'sunlight'}], [{'id': 'g2.2', 'content': 'sunny'}, {'id': 'g2.0', 'content': 'car'}, {'id': 'g2.0', 'content': 'car'}]]","[""What landscape could be outside the window?"",""What objects could we seen outside the window?"",""What is the weather outside the window?""]",false,,"""All answer the same question""",,,jgualla1,"U"""
495585,727,jimena_test_for_annotator_uncertainty,,,,Thu Jun 02 16:32:23 UTC 2022,1,,86400,,,,,23836,129,,Thu Jun 02 18:22:28 UTC 2022,Thu Jun 02 18:22:50 UTC 2022,,,,,22,,,,"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000426152.jpg""","""What time is it in the image?""","[[{""id"": ""g0.4"", ""content"": ""daytime""}], [{""id"": ""g1.1"", ""content"": ""dinner""}]]","[""What time of day is it in the image?"", ""What meal time is it in the image?""]",426152011,"[[{'id': 'g0.4', 'content': 'daytime'}, {'id': 'g0.0', 'content': 'daytime'}, {'id': 'g0.0', 'content': 'daytime'}], [{'id': 'g1.1', 'content': 'dinner'}, {'id': 'g1.0', 'content': 'morning'}, {'id': 'g1.0', 'content': 'morning'}, {'id': 'g1.1', 'content': 'day time'}]]","[""What period if the day is it in the image?"",""What meal time is it in the image?""]",false,,"""All answer the same question""",,,jgualla1,"\""A/T\"""""
495586,727,jimena_test_for_annotator_uncertainty,,,,Thu Jun 02 16:32:23 UTC 2022,1,,86400,,,,,23837,129,,Thu Jun 02 18:22:50 UTC 2022,Thu Jun 02 18:23:39 UTC 2022,,,,,49,,,,"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000396725.jpg""","""What does the woman have in her hand?""","[[{""id"": ""g0.3"", ""content"": ""baking tray""}], [{""id"": ""g1.3"", ""content"": ""pot holder""}], [{""id"": ""g2.1"", ""content"": ""casserole""}]]","[""What is the woman touching with her hand?"", ""What does the woman have on her hand?"", ""What does the woman have cooking by her hand?""]",396725014,"[[{'id': 'g0.3', 'content': 'baking tray'}, {'id': 'g0.0', 'content': 'tray'}, {'id': 'g0.1', 'content': 'baking tray'}, {'id': 'g0.0', 'content': 'tray'}, {'id': 'g0.1', 'content': 'baking tray'}, {'id': 'g0.0', 'content': 'tray'}, {'id': 'g0.1', 'content': 'baking tray'}, {'id': 'g0.1', 'content': 'baking tray'}, {'id': 'g0.1', 'content': 'baking tray'}, {'id': 'g0.0', 'content': 'tray'}, {'id': 'g0.0', 'content': 'tray'}, {'id': 'g0.0', 'content': 'tray'}, {'id': 'g0.1', 'content': 'baking tray'}, {'id': 'g0.1', 'content': 'baking tray'}, {'id': 'g0.1', 'content': 'baking tray'}, {'id': 'g0.0', 'content': 'tray'}, {'id': 'g0.0', 'content': 'tray'}], [{'id': 'g1.3', 'content': 'pot holder'}, {'id': 'g1.0', 'content': 'pan'}, {'id': 'g1.0', 'content': 'pan'}, {'id': 'g1.0', 'content': 'pan'}, {'id': 'g1.0', 'content': 'pan'}], [{'id': 'g2.1', 'content': 'casserole'}, {'id': 'g2.0', 'content': 'rag'}, {'id': 'g2.0', 'content': 'rag'}, {'id': 'g2.0', 'content': 'rag'}, {'id': 'g2.0', 'content': 'rag'}]]","[""What is the woman holding?"",""What does the woman have on her hand?"",""What food item is the woman holding?""]",false,,"""All answer the same question""",,,jgualla1,"\""A/M\"""""
495587,727,jimena_test_for_annotator_uncertainty,,,,Thu Jun 02 16:32:23 UTC 2022,1,,86400,,,,,23838,129,,Thu Jun 02 18:23:39 UTC 2022,Thu Jun 02 18:24:32 UTC 2022,,,,,53,,,,"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000223458.jpg""","""Where is this body of water?""","[[{""id"": ""g0.3"", ""content"": ""alabama""}], [{""id"": ""g1.2"", ""content"": ""coast""}], [{""id"": ""g2.0"", ""content"": ""beach""}]]","[""Where is this body of water located?"", ""Where is this body of water called?"", ""Where is this body of water flowing onto?""]",223458004,"[[{'id': 'g0.3', 'content': 'alabama'}, {'id': 'g0.0', 'content': 'florida'}, {'id': 'g0.1', 'content': 'alabama'}, {'id': 'g0.0', 'content': 'florida'}, {'id': 'g0.1', 'content': 'alabama'}, {'id': 'g0.0', 'content': 'florida'}, {'id': 'g0.1', 'content': 'alabama'}, {'id': 'g0.1', 'content': 'alabama'}, {'id': 'g0.1', 'content': 'alabama'}, {'id': 'g0.0', 'content': 'florida'}, {'id': 'g0.0', 'content': 'florida'}, {'id': 'g0.0', 'content': 'florida'}, {'id': 'g0.1', 'content': 'alabama'}, {'id': 'g0.1', 'content': 'alabama'}, {'id': 'g0.1', 'content': 'alabama'}, {'id': 'g0.0', 'content': 'florida'}, {'id': 'g0.0', 'content': 'florida'}], [{'id': 'g1.2', 'content': 'coast'}, {'id': 'g1.0', 'content': 'chicago'}, {'id': 'g1.0', 'content': 'chicago'}, {'id': 'g1.0', 'content': 'chicago'}, {'id': 'g1.0', 'content': 'chicago'}], [{'id': 'g2.0', 'content': 'beach'}]]","[""Where in what state is this body of water located?"",""What is this body of water called?"",""What is this body of water flowing onto?""]",false,,"""All answer the same question""",,,jgualla1,"\""A/L\"""""
495591,727,jimena_test_for_annotator_uncertainty,,,,Thu Jun 02 16:32:23 UTC 2022,1,,86400,,,,,23842,129,,Thu Jun 02 18:25:01 UTC 2022,Thu Jun 02 18:25:37 UTC 2022,,,,,36,,,,"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000342681.jpg""","""What is written on the person's sleeve?""","[[{""id"": ""g0.6"", ""content"": ""speedo""}], [{""id"": ""g1.2"", ""content"": ""white lettering""}]]","[""What is written on the person's sleeve represent?"", ""What design is written on the person's sleeve?""]",342681006,"[[{'id': 'g0.6', 'content': 'speedo'}, {'id': 'g0.0', 'content': 'speedo'}, {'id': 'g0.0', 'content': 'speedo'}], [{'id': 'g1.2', 'content': 'white lettering'}, {'id': 'g1.0', 'content': 'billabong'}, {'id': 'g1.0', 'content': 'billabong'}]]","[""What could be written on the person's sleeve?"",""What kind of lettering is on the person's sleeve?""]",false,,"""All answer the same question""",,,jgualla1,"skip"""
495592,727,jimena_test_for_annotator_uncertainty,,,,Thu Jun 02 16:32:23 UTC 2022,1,,86400,,,,,23843,129,,Thu Jun 02 18:25:37 UTC 2022,Thu Jun 02 18:26:07 UTC 2022,,,,,30,,,,"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000389775.jpg""","""Where is the water bottle?""","[[{""id"": ""g0.0"", ""content"": ""on table""}], [{""id"": ""g1.1"", ""content"": ""next to backpack""}], [{""id"": ""g2.5"", ""content"": ""left side""}]]","[""What is the water bottle on?"", ""What is the water bottle near?"", ""Which direction is the water bottle?""]",389775000,"[[{'id': 'g0.0', 'content': 'on table'}, {'id': 'g0.1', 'content': 'on table'}, {'id': 'g0.1', 'content': 'on table'}, {'id': 'g0.0', 'content': 'top left of table'}], [{'id': 'g1.1', 'content': 'next to backpack'}, {'id': 'g1.0', 'content': 'behind backpack'}, {'id': 'g1.2', 'content': 'left of backpack'}, {'id': 'g1.3', 'content': 'left side of table by backpack'}, {'id': 'g1.0', 'content': 'behind backpack'}, {'id': 'g1.1', 'content': 'next to backpack'}, {'id': 'g1.2', 'content': 'left of backpack'}, {'id': 'g1.3', 'content': 'left side of table by backpack'}, {'id': 'g1.2', 'content': 'left of backpack'}, {'id': 'g1.0', 'content': 'behind backpack'}, {'id': 'g1.1', 'content': 'next to backpack'}, {'id': 'g1.3', 'content': 'left side of table by backpack'}, {'id': 'g1.3', 'content': 'left side of table by backpack'}, {'id': 'g1.0', 'content': 'behind backpack'}, {'id': 'g1.1', 'content': 'next to backpack'}, {'id': 'g1.2', 'content': 'left of backpack'}], [{'id': 'g2.5', 'content': 'left side'}, {'id': 'g2.0', 'content': 'left corner'}, {'id': 'g2.1', 'content': 'left back'}, {'id': 'g2.2', 'content': 'left side'}, {'id': 'g2.0', 'content': 'left corner'}, {'id': 'g2.1', 'content': 'left back'}, {'id': 'g2.2', 'content': 'left side'}, {'id': 'g2.1', 'content': 'left back'}, {'id': 'g2.0', 'content': 'left corner'}, {'id': 'g2.2', 'content': 'left side'}, {'id': 'g2.2', 'content': 'left side'}, {'id': 'g2.0', 'content': 'left corner'}, {'id': 'g2.1', 'content': 'left back'}]]","[""What is the water bottle on?"",""What is the water bottle next to?"",""On what side of the table is the water bottle on?""]",false,,"""All answer the same question""",,,jgualla1,"\""A/L\"""""
495593,727,jimena_test_for_annotator_uncertainty,,,,Thu Jun 02 16:32:23 UTC 2022,1,,86400,,,,,23844,129,,Thu Jun 02 18:26:07 UTC 2022,Thu Jun 02 18:26:27 UTC 2022,,,,,20,,,,"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000250777.jpg""","""Where is the surfer in the picture?""","[[{""id"": ""g0.3"", ""content"": ""in water""}], [{""id"": ""g1.2"", ""content"": ""in center""}]]","[""Where is the surfer in the picture on?"", ""Where is the surfer located in the picture?""]",250777000,"[[{'id': 'g0.3', 'content': 'in water'}, {'id': 'g0.0', 'content': 'on water'}, {'id': 'g0.1', 'content': 'in water'}, {'id': 'g0.0', 'content': 'on water'}, {'id': 'g0.1', 'content': 'in water'}, {'id': 'g0.0', 'content': 'on water'}, {'id': 'g0.1', 'content': 'in water'}, {'id': 'g0.1', 'content': 'in water'}, {'id': 'g0.1', 'content': 'in water'}, {'id': 'g0.0', 'content': 'on water'}, {'id': 'g0.0', 'content': 'on water'}, {'id': 'g0.0', 'content': 'on water'}, {'id': 'g0.1', 'content': 'in water'}, {'id': 'g0.1', 'content': 'in water'}, {'id': 'g0.1', 'content': 'in water'}, {'id': 'g0.0', 'content': 'on water'}, {'id': 'g0.0', 'content': 'on water'}], [{'id': 'g1.2', 'content': 'in center'}, {'id': 'g1.0', 'content': 'middle'}, {'id': 'g1.0', 'content': 'middle'}, {'id': 'g1.0', 'content': 'middle'}, {'id': 'g1.0', 'content': 'middle'}]]","[""What is the surfer in in the picture?"",""Where is the surfer located in the picture?""]",false,,"""All answer the same question""",,,jgualla1,"\""A/L\"""""
495594,727,jimena_test_for_annotator_uncertainty,,,,Thu Jun 02 16:32:23 UTC 2022,1,,86400,,,,,23845,129,,Thu Jun 02 18:26:27 UTC 2022,Thu Jun 02 18:27:14 UTC 2022,,,,,47,,,,"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000208304.jpg""","""What is the brand of salad dressing?""","[[{""id"": ""g0.1"", ""content"": ""olive oil""}], [{""id"": ""g1.5"", ""content"": ""dash""}]]","[""What is the brand of salad dressing contain?"", ""What is the brand name of salad dressing?""]",208304001,"[[{'id': 'g0.1', 'content': 'olive oil'}, {'id': 'g0.0', 'content': 'oil'}, {'id': 'g0.0', 'content': 'oil'}, {'id': 'g0.1', 'content': 'olive oil'}], [{'id': 'g1.5', 'content': 'dash'}, {'id': 'g1.0', 'content': 'no dressing'}, {'id': 'g1.0', 'content': 'no dressing'}]]","[""What is the brand of salad dressing on the left?"",""What is the brand of salad dressing on the right?""]",false,,"""All answer the same question""",,,jgualla1,"U. A/M """
495595,727,jimena_test_for_annotator_uncertainty,,,,Thu Jun 02 16:32:23 UTC 2022,1,,86400,,,,,23846,129,,Thu Jun 02 18:27:14 UTC 2022,Thu Jun 02 18:27:33 UTC 2022,,,,,19,,,,"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000240862.jpg""","""Where is the baby looking?""","[[{""id"": ""g0.1"", ""content"": ""at food""}], [{""id"": ""g1.0"", ""content"": ""table""}], [{""id"": ""g2.3"", ""content"": ""lower left""}]]","[""Where is the baby looking at?"", ""Where is the baby that is looking sitting?"", ""In which direction is the baby looking?""]",240862004,"[[{'id': 'g1.0', 'content': 'table'}, {'id': 'g0.1', 'content': 'at food'}, {'id': 'g0.0', 'content': 'food'}, {'id': 'g0.0', 'content': 'food'}], [{'id': 'g2.3', 'content': 'lower left'}, {'id': 'g2.0', 'content': 'at food'}, {'id': 'g2.0', 'content': 'at food'}]]","[""What is the baby looking at?"",""In which direction is the baby looking?""]",false,,"""All answer the same question""",,,jgualla1,"A/L"""
495596,727,jimena_test_for_annotator_uncertainty,,,,Thu Jun 02 16:32:23 UTC 2022,1,,86400,,,,,23847,129,,Thu Jun 02 18:27:33 UTC 2022,Thu Jun 02 18:27:48 UTC 2022,,,,,15,,,,"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000250106.jpg""","""What is tied to the boat?""","[[{""id"": ""g0.2"", ""content"": ""fish net""}], [{""id"": ""g1.1"", ""content"": ""pier""}], [{""id"": ""g2.0"", ""content"": ""anchor""}]]","[""What is tied to the boat for fishing?"", ""What is  the boat tied to ?"", ""What is tied to the boat to hold position?""]",250106027,"[[{'id': 'g0.2', 'content': 'fish net'}], [{'id': 'g1.1', 'content': 'pier'}, {'id': 'g1.0', 'content': 'shrimp nets'}, {'id': 'g1.2', 'content': 'fish net'}, {'id': 'g1.0', 'content': 'shrimp nets'}, {'id': 'g1.1', 'content': 'nets'}, {'id': 'g1.2', 'content': 'fish net'}, {'id': 'g1.2', 'content': 'fish net'}, {'id': 'g1.0', 'content': 'shrimp nets'}, {'id': 'g1.1', 'content': 'nets'}], [{'id': 'g2.0', 'content': 'anchor'}]]","[""What is tied to the boat for fishing?"",""What is  the boat tied to?"",""What is tied to the boat to hold it in place?""]",false,,"""All answer the same question""",,,jgualla1,"\""A/M\"""""
495597,727,jimena_test_for_annotator_uncertainty,,,,Thu Jun 02 16:32:23 UTC 2022,1,,86400,,,,,23848,129,,Thu Jun 02 18:27:48 UTC 2022,Thu Jun 02 18:29:14 UTC 2022,,,,,86,,,,"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000391525.jpg""","""What tall item can be seen straight ahead through the door frame?""","[[{""id"": ""g0.2"", ""content"": ""tv""}], [{""id"": ""g1.0"", ""content"": ""closet""}], [{""id"": ""g2.0"", ""content"": ""painting""}]]","[""What tall item can be seen straight ahead to the right of the door frame?"", ""What wide tall item can be seen straight ahead through the door frame?"", ""What tall wall item can be seen straight ahead through the door frame?""]",391525007,"[[{'id': 'g0.2', 'content': 'tv'}, {'id': 'g0.0', 'content': 'tv stand'}, {'id': 'g0.1', 'content': 'tv'}, {'id': 'g0.0', 'content': 'tv stand'}, {'id': 'g0.1', 'content': 'tv'}, {'id': 'g0.1', 'content': 'tv'}, {'id': 'g0.0', 'content': 'tv stand'}], [{'id': 'g1.0', 'content': 'closet'}], [{'id': 'g2.0', 'content': 'painting'}]]","[""What wide item can be seen straight ahead to the right of the door frame?"",""What tall room can be seen straight ahead through the door frame?"",""What tall wall item can be seen left of the door frame?""]",false,,"""All answer the same question""",,,jgualla1,"\""A/M\"""""
495598,727,jimena_test_for_annotator_uncertainty,,,,Thu Jun 02 16:32:23 UTC 2022,1,,86400,,,,,23849,129,,Thu Jun 02 18:29:14 UTC 2022,Thu Jun 02 18:30:08 UTC 2022,,,,,54,,,,"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000236629.jpg""","""What kind of food?""","[[{""id"": ""g0.3"", ""content"": ""breakfast""}], [{""id"": ""g1.4"", ""content"": ""assortment of bread and veggies""}], [{""id"": ""g2.0"", ""content"": ""japanese""}]]","[""What kind of food meal is this?"", ""What kind of food is shown?"", ""What kind of food type is this?""]",236629000,"[[{'id': 'g0.3', 'content': 'breakfast'}, {'id': 'g0.0', 'content': 'lunches'}, {'id': 'g0.0', 'content': 'lunches'}], [{'id': 'g1.4', 'content': 'assortment of bread and veggies'}, {'id': 'g1.0', 'content': 'sandwich, salad, fruit, yogurt'}, {'id': 'g1.0', 'content': 'sandwich, salad, fruit, yogurt'}], [{'id': 'g2.0', 'content': 'japanese'}]]","[""What meal is this food for?"",""What food items are shown?"",""What ethnic cuisine is this?""]",false,,"""All answer the same question""",,,jgualla1,"\""A/K\"""""
495599,727,jimena_test_for_annotator_uncertainty,,,,Thu Jun 02 16:32:23 UTC 2022,1,,86400,,,,,23850,129,,Thu Jun 02 18:30:08 UTC 2022,Thu Jun 02 18:30:27 UTC 2022,,,,,19,,,,"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000436440.jpg""","""What kind of beer are the people drinking?""","[[{""id"": ""g0.0"", ""content"": ""ale""}], [{""id"": ""g1.1"", ""content"": ""imported""}], [{""id"": ""g2.0"", ""content"": ""bottled""}], [{""id"": ""g3.3"", ""content"": ""black label""}]]","[""What type of beer are the people drinking?"", ""What kind of beer, imported or domestic, are the people drinking?"", ""What kind of beer container are the people drinking from?"", ""What brand of beer are the people drinking?""]",436440001,"[[{'id': 'g0.0', 'content': 'ale'}], [{'id': 'g1.1', 'content': 'imported'}, {'id': 'g1.0', 'content': 'imported'}, {'id': 'g1.0', 'content': 'imported'}, {'id': 'g1.1', 'content': 'molson'}], [{'id': 'g2.0', 'content': 'bottled'}], [{'id': 'g3.3', 'content': 'black label'}, {'id': 'g3.0', 'content': 'heineken'}, {'id': 'g3.0', 'content': 'heineken'}]]","[""What type of beer are the people drinking?"",""What kind of beer, imported or domestic, are the people drinking?"",""What kind of beer container are the people drinking from?"",""What brand of beer are the people drinking?""]",true,value,"""flag""",,,jgualla1,"\""A/K\"""""
495600,727,jimena_test_for_annotator_uncertainty,,,,Thu Jun 02 16:32:23 UTC 2022,1,,86400,,,,,23851,129,,Thu Jun 02 18:30:27 UTC 2022,Thu Jun 02 18:31:42 UTC 2022,,,,,75,,,,"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000032809.jpg""","""Which bus it is?""","[[{""id"": ""g0.1"", ""content"": ""green""}], [{""id"": ""g1.3"", ""content"": ""tourist""}], [{""id"": ""g2.0"", ""content"": ""japanese""}]]","[""Which bus color is it?"", ""For which purpose is the bus?"", ""Which country made the bus?""]",32809001,"[[{'id': 'g0.1', 'content': 'green'}], [{'id': 'g1.3', 'content': 'tourist'}, {'id': 'g1.0', 'content': 'green'}, {'id': 'g1.0', 'content': 'green'}], [{'id': 'g2.0', 'content': 'japanese'}]]","[""What color is the bus?"",""What is the purpose of the bus?"",""In what country is the bus?""]",false,,"""""",,,jgualla1,"A/P.A/K"""
495601,727,jimena_test_for_annotator_uncertainty,,,,Thu Jun 02 16:32:23 UTC 2022,1,,86400,,,,,23852,129,,Thu Jun 02 18:31:42 UTC 2022,Thu Jun 02 18:32:49 UTC 2022,,,,,67,,,,"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000034815.jpg""","""Why are the people wearing helmets?""","[[{""id"": ""g0.5"", ""content"": ""bikes""}], [{""id"": ""g1.1"", ""content"": ""for safety""}]]","[""What causes the people to wear helmets?"", ""For what reason are the people wearing helmets?""]",34815002,"[[{'id': 'g0.5', 'content': 'bikes'}, {'id': 'g0.0', 'content': 'they are bicyclists'}, {'id': 'g0.1', 'content': 'they are biking'}, {'id': 'g0.0', 'content': 'they are bicyclists'}, {'id': 'g0.1', 'content': 'they are biking'}, {'id': 'g0.1', 'content': 'they are biking'}, {'id': 'g0.0', 'content': 'they are bicyclists'}], [{'id': 'g1.1', 'content': 'for safety'}, {'id': 'g1.0', 'content': 'riding their bicycle'}, {'id': 'g1.2', 'content': 'riding bike'}, {'id': 'g1.0', 'content': 'riding their bicycle'}, {'id': 'g1.1', 'content': 'bike riding'}, {'id': 'g1.2', 'content': 'riding bike'}, {'id': 'g1.2', 'content': 'riding bike'}, {'id': 'g1.0', 'content': 'riding their bicycle'}, {'id': 'g1.1', 'content': 'bike riding'}]]","[""For what reason are the people wearing helmets?"",""Why must the people wear helmets?""]",true,value,"""flag""",,,jgualla1,"A/C.A/P"""
495602,727,jimena_test_for_annotator_uncertainty,,,,Thu Jun 02 16:32:23 UTC 2022,1,,86400,,,,,23853,129,,Thu Jun 02 18:32:49 UTC 2022,Thu Jun 02 18:33:09 UTC 2022,,,,,20,,,,"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000393989.jpg""","""What is this flower?""","[[{""id"": ""g0.1"", ""content"": ""blue bell""}], [{""id"": ""g1.6"", ""content"": ""cornflower""}]]","[""What color is this flower?"", ""What is this flower called?""]",393989009,"[[{'id': 'g0.1', 'content': 'blue bell'}, {'id': 'g0.0', 'content': 'blue'}, {'id': 'g0.0', 'content': 'blue'}, {'id': 'g0.1', 'content': 'blue bell'}], [{'id': 'g1.6', 'content': 'cornflower'}, {'id': 'g1.0', 'content': 'pansies'}, {'id': 'g1.0', 'content': 'pansies'}]]","[""What is the blue flower?"",""What is the white flower?""]",false,,"""All answer the same question""",,,jgualla1,"A/K      """
495605,727,jimena_test_for_annotator_uncertainty,,,,Thu Jun 02 16:32:23 UTC 2022,1,,86400,,,,,23856,129,,Thu Jun 02 18:33:40 UTC 2022,Thu Jun 02 18:34:11 UTC 2022,,,,,31,,,,"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000470925.jpg""","""What is the style of the glass windows?""","[[{""id"": ""g0.2"", ""content"": ""barred""}], [{""id"": ""g1.1"", ""content"": ""skinny""}], [{""id"": ""g2.1"", ""content"": ""pane""}]]","[""What is the style purpose of the glass windows?"", ""What is the style shape of the glass windows?"", ""What is the style type of the glass windows?""]",470925002,"[[{'id': 'g0.2', 'content': 'barred'}, {'id': 'g0.0', 'content': 'security'}, {'id': 'g0.0', 'content': 'security'}], [{'id': 'g1.1', 'content': 'skinny'}, {'id': 'g1.0', 'content': 'rectangle'}, {'id': 'g1.0', 'content': 'rectangle'}], [{'id': 'g2.1', 'content': 'pane'}, {'id': 'g2.0', 'content': 'barred'}, {'id': 'g2.0', 'content': 'barred'}]]","[""What is the safety style of the glass windows?"",""What is shape of the glass windows?"",""What is the style type of the glass windows?""]",false,,"""All answer the same question""",,,jgualla1,"\""A/K\"""""
495606,727,jimena_test_for_annotator_uncertainty,,,,Thu Jun 02 16:32:23 UTC 2022,1,,86400,,,,,23857,129,,Thu Jun 02 18:34:11 UTC 2022,Thu Jun 02 18:34:54 UTC 2022,,,,,43,,,,"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000127301.jpg""","""What is the silver box below the mirror?""","[[{""id"": ""g0.1"", ""content"": ""cabinet""}], [{""id"": ""g1.3"", ""content"": ""perfume""}], [{""id"": ""g2.0"", ""content"": ""faucet""}]]","[""What is the silver box below the mirror on?"", ""What is the silver box below the mirror used for?"", ""What is near the silver box below the mirror?""]",127301001,"[[{'id': 'g0.1', 'content': 'cabinet'}, {'id': 'g0.0', 'content': 'cabinet'}, {'id': 'g0.0', 'content': 'cabinet'}], [{'id': 'g1.3', 'content': 'perfume'}, {'id': 'g1.0', 'content': 'perfume'}, {'id': 'g1.0', 'content': 'perfume'}]]","[""What is the silver box below the mirror on?"",""What is the silver box below the mirror used for?""]",false,,"""All answer the same question""",,,jgualla1,"A/M"""
495607,727,jimena_test_for_annotator_uncertainty,,,,Thu Jun 02 16:32:23 UTC 2022,1,,86400,,,,,23858,129,,Thu Jun 02 18:34:54 UTC 2022,Thu Jun 02 18:35:08 UTC 2022,,,,,14,,,,"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000432486.jpg""","""Where are the flowers?""","[[{""id"": ""g0.2"", ""content"": ""in vase""}], [{""id"": ""g1.3"", ""content"": ""by window""}]]","[""What are the flowers in?"", ""Where are the flowers located?""]",432486001,"[[{'id': 'g0.2', 'content': 'in vase'}, {'id': 'g0.0', 'content': 'vase in window'}, {'id': 'g0.1', 'content': 'in vase'}, {'id': 'g0.0', 'content': 'vase in window'}, {'id': 'g0.1', 'content': 'in vase'}, {'id': 'g0.1', 'content': 'in vase'}, {'id': 'g0.0', 'content': 'vase in window'}], [{'id': 'g1.3', 'content': 'by window'}, {'id': 'g1.0', 'content': 'window sill'}, {'id': 'g1.1', 'content': 'by window'}, {'id': 'g1.0', 'content': 'window sill'}, {'id': 'g1.1', 'content': 'by window'}, {'id': 'g1.1', 'content': 'by window'}, {'id': 'g1.0', 'content': 'window sill'}]]","[""What are the flowers in?"",""What are the flower in front of?""]",false,,"""All answer the same question""",,,jgualla1,"\""A/L\"""""
