HITId,HITTypeId,Title,CreationTime,MaxAssignments,AssignmentDurationInSeconds,AssignmentId,WorkerId,AcceptTime,SubmitTime,WorkTimeInSeconds,Input.answerGroups,Input.answerQuestions,Input.imgUrl,Input.questionStr,Answer.answer_groups,Answer.answer_questions,Answer.is_skip,Answer.skipCheck,Answer.skip_reason,Turkle.Username,RequesterAnnotation,AutoApprovalTime,Last30DaysApprovalRate,LifetimeApprovalRate,RequesterFeedback,Reject,Keywords,NumberOfSimilarHITs,AssignmentStatus,Expiration,Description,Last7DaysApprovalRate,ApprovalTime,RejectionTime,AutoApprovalDelayInSeconds,Input.question_id,LifetimeInSeconds,Reward,Approve
476679,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,A002,placeholder,placeholder,placeholder,"[[{""id"": ""g0.0"", ""content"": ""on street""}, {""id"": ""g0.1"", ""content"": ""in street""}, {""id"": ""g0.2"", ""content"": ""parked on street""}], [{""id"": ""g1.0"", ""content"": ""in front of brick building""}, {""id"": ""g1.1"", ""content"": ""on side of road""}, {""id"": ""g1.2"", ""content"": ""side of street parked""}], [{""id"": ""g2.0"", ""content"": ""street""}], [{""id"": ""g3.0"", ""content"": ""travel bus""}]]","[""Where is the bus?"", ""Where is the bus?"", ""Where is the bus?"", ""Where is the bus?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000139390.jpg""","""Where is the bus?""","[[{""id"": ""g0.0"", ""content"": ""on street""}, {""id"": ""g0.1"", ""content"": ""in street""}, {""id"": ""g1.1"", ""content"": ""on side of road""}, {""id"": ""g2.0"", ""content"": ""street""}, {""id"": ""g1.2"", ""content"": ""side of street parked""}, {""id"": ""g0.2"", ""content"": ""parked on street""}], [{""id"": ""g1.0"", ""content"": ""in front of brick building""}]]","[""What is the bus located on?"", ""Where is the bus in front of?""]",false,,,A002,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,139390001,placeholder,placeholder,placeholder
476679,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,A004,placeholder,placeholder,placeholder,"[[{""id"": ""g0.0"", ""content"": ""on street""}, {""id"": ""g0.1"", ""content"": ""in street""}, {""id"": ""g0.2"", ""content"": ""parked on street""}], [{""id"": ""g1.0"", ""content"": ""in front of brick building""}, {""id"": ""g1.1"", ""content"": ""on side of road""}, {""id"": ""g1.2"", ""content"": ""side of street parked""}], [{""id"": ""g2.0"", ""content"": ""street""}], [{""id"": ""g3.0"", ""content"": ""travel bus""}]]","[""Where is the bus?"", ""Where is the bus?"", ""Where is the bus?"", ""Where is the bus?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000139390.jpg""","""Where is the bus?""","[[{""id"": ""g0.0"", ""content"": ""on street""}, {""id"": ""g1.1"", ""content"": ""on side of road""}, {""id"": ""g2.0"", ""content"": ""street""}, {""id"": ""g1.2"", ""content"": ""side of street parked""}, {""id"": ""g0.1"", ""content"": ""in street""}, {""id"": ""g0.2"", ""content"": ""parked on street""}], [{""id"": ""g1.0"", ""content"": ""in front of brick building""}]]","[""What surface is the bus on?"", ""What is the bus in front of?""]",false,,,A004,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,139390001,placeholder,placeholder,placeholder
476679,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,A003,placeholder,placeholder,placeholder,"[[{""id"": ""g0.0"", ""content"": ""on street""}, {""id"": ""g0.1"", ""content"": ""in street""}, {""id"": ""g0.2"", ""content"": ""parked on street""}], [{""id"": ""g1.0"", ""content"": ""in front of brick building""}, {""id"": ""g1.1"", ""content"": ""on side of road""}, {""id"": ""g1.2"", ""content"": ""side of street parked""}], [{""id"": ""g2.0"", ""content"": ""street""}], [{""id"": ""g3.0"", ""content"": ""travel bus""}]]","[""Where is the bus?"", ""Where is the bus?"", ""Where is the bus?"", ""Where is the bus?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000139390.jpg""","""Where is the bus?""","[[{""id"": ""g0.0"", ""content"": ""on street""}, {""id"": ""g0.1"", ""content"": ""in street""}, {""id"": ""g0.2"", ""content"": ""parked on street""}, {""id"": ""g1.1"", ""content"": ""on side of road""}, {""id"": ""g1.2"", ""content"": ""side of street parked""}, {""id"": ""g2.0"", ""content"": ""street""}], [{""id"": ""g1.0"", ""content"": ""in front of brick building""}]]","[""Where is the bus parked?"", ""Where is the bus near?""]",false,,,A003,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,139390001,placeholder,placeholder,placeholder
476679,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,A005,placeholder,placeholder,placeholder,"[[{""id"": ""g0.0"", ""content"": ""on street""}, {""id"": ""g0.1"", ""content"": ""in street""}, {""id"": ""g0.2"", ""content"": ""parked on street""}], [{""id"": ""g1.0"", ""content"": ""in front of brick building""}, {""id"": ""g1.1"", ""content"": ""on side of road""}, {""id"": ""g1.2"", ""content"": ""side of street parked""}], [{""id"": ""g2.0"", ""content"": ""street""}], [{""id"": ""g3.0"", ""content"": ""travel bus""}]]","[""Where is the bus?"", ""Where is the bus?"", ""Where is the bus?"", ""Where is the bus?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000139390.jpg""","""Where is the bus?""","[[{""id"": ""g1.1"", ""content"": ""on side of road""}, {""id"": ""g1.2"", ""content"": ""side of street parked""}, {""id"": ""g0.2"", ""content"": ""parked on street""}, {""id"": ""g2.0"", ""content"": ""street""}, {""id"": ""g0.0"", ""content"": ""on street""}, {""id"": ""g0.1"", ""content"": ""in street""}], [{""id"": ""g1.0"", ""content"": ""in front of brick building""}]]","[""What surface is the bus parked?"", ""What is the bus near?""]",false,,,A005,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,139390001,placeholder,placeholder,placeholder
476679,3VLQM5V8QIHZJ4F39ZPCTJCGMNO8GI,Evaluate answers to questions about images,Fri Apr 08 12:36:08 PDT 2022,10,3600,3OONKJ5DKDOOA8KJW4LFUYER8GOBOK,A006,Fri Apr 08 16:23:45 PDT 2022,Fri Apr 08 16:24:28 PDT 2022,43,"[[{""id"": ""g0.0"", ""content"": ""on street""}, {""id"": ""g0.1"", ""content"": ""in street""}, {""id"": ""g0.2"", ""content"": ""parked on street""}], [{""id"": ""g1.0"", ""content"": ""in front of brick building""}, {""id"": ""g1.1"", ""content"": ""on side of road""}, {""id"": ""g1.2"", ""content"": ""side of street parked""}], [{""id"": ""g2.0"", ""content"": ""street""}], [{""id"": ""g3.0"", ""content"": ""travel bus""}]]","[""Where is the bus?"", ""Where is the bus?"", ""Where is the bus?"", ""Where is the bus?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000139390.jpg""","""Where is the bus?""","[[{""id"":""g0.0"",""content"":""on street""},{""id"":""g0.1"",""content"":""in street""},{""id"":""g1.1"",""content"":""on side of road""},{""id"":""g0.2"",""content"":""parked on street""},{""id"":""g1.2"",""content"":""side of street parked""},{""id"":""g2.0"",""content"":""street""}],[{""id"":""g1.0"",""content"":""in front of brick building""}]]","[""What is the bus parked on?"",""Where is the bus in front of?""]",false,,"""All answer the same question""",A006,BatchId:4710906;OriginalHitTemplateId:928390828;,Mon Apr 11 16:24:28 PDT 2022,100% (41/41),100% (289/289),,,"images, questions, language",,Approved,Fri Apr 15 12:36:08 PDT 2022,You'll be asked to group answers to questions about images into coherent groups and rewrite questions,100% (41/41),Mon Apr 11 16:24:51 PDT 2022,,259200,139390001,,$0.10,
476679,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22339,A007,Sat Feb 26 20:24:25 UTC 2022,Sat Feb 26 20:26:12 UTC 2022,107,"[[{""id"": ""g0.0"", ""content"": ""street""}, {""id"": ""g0.1"", ""content"": ""on street""}], [{""id"": ""g1.0"", ""content"": ""right""}, {""id"": ""g1.1"", ""content"": ""in front of hummer""}, {""id"": ""g1.2"", ""content"": ""on road""}, {""id"": ""g1.3"", ""content"": ""in front of yellow vehicle""}, {""id"": ""g1.4"", ""content"": ""in front""}]]","[""Where is the bus?"", ""Where is the bus?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000139390.jpg""","""Where is the bus?""","[[{""id"":""g0.0"",""content"":""street""},{""id"":""g1.2"",""content"":""on road""},{""id"":""g0.1"",""content"":""on street""}],[{""id"":""g1.1"",""content"":""in front of hummer""},{""id"":""g1.3"",""content"":""in front of yellow vehicle""},{""id"":""g1.4"",""content"":""in front""}],[{""id"":""g1.0"",""content"":""right""}]]","[""Where is the bus driving on?"",""Where is the bus relative to the hummer?"",""Where is the bus relative to the center of the picture?""]",false,,"""All answer the same question""",A007,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,139390001,placeholder,placeholder,placeholder
476688,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,A003,placeholder,placeholder,placeholder,"[[{""id"": ""g0.0"", ""content"": ""home run""}, {""id"": ""g0.1"", ""content"": ""hit home run""}], [{""id"": ""g1.0"", ""content"": ""won game""}, {""id"": ""g1.1"", ""content"": ""winning game""}, {""id"": ""g1.2"", ""content"": ""he won""}, {""id"": ""g1.3"", ""content"": ""team won pennant""}, {""id"": ""g1.4"", ""content"": ""his team won""}]]","[""Why is the player celebrating?"", ""Why is the player celebrating?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000149739.jpg""","""Why is the player celebrating?""","[[{""id"": ""g0.0"", ""content"": ""home run""}, {""id"": ""g0.1"", ""content"": ""hit home run""}], [{""id"": ""g1.0"", ""content"": ""won game""}, {""id"": ""g1.1"", ""content"": ""winning game""}, {""id"": ""g1.2"", ""content"": ""he won""}, {""id"": ""g1.3"", ""content"": ""team won pennant""}, {""id"": ""g1.4"", ""content"": ""his team won""}]]","[""Why is the player celebrating his hit?"", ""Why is the player celebrating at the end of the game?""]",false,,,A003,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,149739002,placeholder,placeholder,placeholder
476691,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22190,A001,Thu Feb 24 13:11:01 UTC 2022,Thu Feb 24 13:11:40 UTC 2022,39,"[[{""id"": ""g0.0"", ""content"": ""white""}], [{""id"": ""g1.0"", ""content"": ""brown""}]]","[""What is the color of the second box car?"", ""What is the color of the second box car?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000165829.jpg""","""What is the color of the second box car?""","[[{""id"":""g0.0"",""content"":""white""}],[{""id"":""g1.0"",""content"":""brown""}]]","[""What is the color of the car behind the locomotive?"",""What is the color of the second car behind the locomotive?""]",false,,"""All answer the same question""",A001,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,165829001,placeholder,placeholder,placeholder
476691,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,A002,placeholder,placeholder,placeholder,"[[{""id"": ""g0.0"", ""content"": ""white""}], [{""id"": ""g1.0"", ""content"": ""brown""}]]","[""What is the color of the second box car?"", ""What is the color of the second box car?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000165829.jpg""","""What is the color of the second box car?""","[[{""id"": ""g0.0"", ""content"": ""white""}], [{""id"": ""g1.0"", ""content"": ""brown""}]]","[""What is the color of the second box car from the front??"", ""What is the color of the second box car from the back??""]",false,,,A002,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,165829001,placeholder,placeholder,placeholder
476691,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,A004,placeholder,placeholder,placeholder,"[[{""id"": ""g0.0"", ""content"": ""white""}], [{""id"": ""g1.0"", ""content"": ""brown""}]]","[""What is the color of the second box car?"", ""What is the color of the second box car?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000165829.jpg""","""What is the color of the second box car?""","[[{""id"": ""g0.0"", ""content"": ""white""}], [{""id"": ""g1.0"", ""content"": ""brown""}]]","[""What is the color of the second car?"", ""What is the color of the box car two cars back from the front?""]",false,,,A004,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,165829001,placeholder,placeholder,placeholder
476691,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,A005,placeholder,placeholder,placeholder,"[[{""id"": ""g0.0"", ""content"": ""white""}], [{""id"": ""g1.0"", ""content"": ""brown""}]]","[""What is the color of the second box car?"", ""What is the color of the second box car?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000165829.jpg""","""What is the color of the second box car?""","[[{""id"": ""g0.0"", ""content"": ""white""}], [{""id"": ""g1.0"", ""content"": ""brown""}]]","[""What is the color of the second box car of the train?"", ""What is the color of the second shipping container?""]",false,,,A005,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,165829001,placeholder,placeholder,placeholder
476691,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22351,A007,Sat Feb 26 20:32:00 UTC 2022,Sat Feb 26 20:32:43 UTC 2022,43,"[[{""id"": ""g0.0"", ""content"": ""white""}], [{""id"": ""g1.0"", ""content"": ""brown""}]]","[""What is the color of the second box car?"", ""What is the color of the second box car?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000165829.jpg""","""What is the color of the second box car?""","[[{""id"":""g0.0"",""content"":""white""}],[{""id"":""g1.0"",""content"":""brown""}]]","[""What is the color of the second box car (including the engine car)?"",""What is the color of the second box car (not including the engine car)?""]",false,,"""All answer the same question""",A007,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,165829001,placeholder,placeholder,placeholder
476692,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22191,A001,Thu Feb 24 13:11:40 UTC 2022,Thu Feb 24 13:12:22 UTC 2022,42,"[[{""id"": ""g0.0"", ""content"": ""cup plate""}, {""id"": ""g0.1"", ""content"": ""beside cup""}], [{""id"": ""g1.0"", ""content"": ""next to tea""}, {""id"": ""g1.1"", ""content"": ""next to coffee""}], [{""id"": ""g2.0"", ""content"": ""by coffee mug""}, {""id"": ""g2.1"", ""content"": ""by coffee""}], [{""id"": ""g3.0"", ""content"": ""saucer""}], [{""id"": ""g4.0"", ""content"": ""on saucer""}, {""id"": ""g4.1"", ""content"": ""on plate by teacup""}]]","[""Where is a spoon?"", ""Where is a spoon?"", ""Where is a spoon?"", ""Where is a spoon?"", ""Where is a spoon?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000170107.jpg""","""Where is a spoon?""","[[{""id"":""g2.1"",""content"":""by coffee""},{""id"":""g2.0"",""content"":""by coffee mug""},{""id"":""g0.1"",""content"":""beside cup""},{""id"":""g1.0"",""content"":""next to tea""},{""id"":""g1.1"",""content"":""next to coffee""}],[{""id"":""g0.0"",""content"":""cup plate""},{""id"":""g4.1"",""content"":""on plate by teacup""},{""id"":""g4.0"",""content"":""on saucer""},{""id"":""g3.0"",""content"":""saucer""}]]","[""What is the spoon next to?"",""What is the spoon on?""]",false,,"""All answer the same question""",A001,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,170107002,placeholder,placeholder,placeholder
476692,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,A004,placeholder,placeholder,placeholder,"[[{""id"": ""g0.0"", ""content"": ""beside cup""}, {""id"": ""g0.1"", ""content"": ""cup plate""}], [{""id"": ""g1.0"", ""content"": ""next to coffee""}, {""id"": ""g1.1"", ""content"": ""next to tea""}], [{""id"": ""g2.0"", ""content"": ""by coffee mug""}, {""id"": ""g2.1"", ""content"": ""by coffee""}], [{""id"": ""g3.0"", ""content"": ""saucer""}], [{""id"": ""g4.0"", ""content"": ""on saucer""}, {""id"": ""g4.1"", ""content"": ""on plate by teacup""}]]","[""Where is a spoon?"", ""Where is a spoon?"", ""Where is a spoon?"", ""Where is a spoon?"", ""Where is a spoon?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000170107.jpg""","""Where is a spoon?""","[[{""id"": ""g4.1"", ""content"": ""on plate by teacup""}, {""id"": ""g4.0"", ""content"": ""on saucer""}, {""id"": ""g3.0"", ""content"": ""saucer""}, {""id"": ""g0.1"", ""content"": ""cup plate""}], [{""id"": ""g2.1"", ""content"": ""by coffee""}, {""id"": ""g0.0"", ""content"": ""beside cup""}, {""id"": ""g2.0"", ""content"": ""by coffee mug""}, {""id"": ""g1.0"", ""content"": ""next to coffee""}, {""id"": ""g1.1"", ""content"": ""next to tea""}]]","[""What is a spoon on?"", ""What is a spoon next to?""]",false,,,A004,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,170107002,placeholder,placeholder,placeholder
476692,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,A003,placeholder,placeholder,placeholder,"[[{""id"": ""g0.0"", ""content"": ""beside cup""}, {""id"": ""g0.1"", ""content"": ""cup plate""}], [{""id"": ""g1.0"", ""content"": ""next to coffee""}, {""id"": ""g1.1"", ""content"": ""next to tea""}], [{""id"": ""g2.0"", ""content"": ""by coffee mug""}, {""id"": ""g2.1"", ""content"": ""by coffee""}], [{""id"": ""g3.0"", ""content"": ""saucer""}], [{""id"": ""g4.0"", ""content"": ""on saucer""}, {""id"": ""g4.1"", ""content"": ""on plate by teacup""}]]","[""Where is a spoon?"", ""Where is a spoon?"", ""Where is a spoon?"", ""Where is a spoon?"", ""Where is a spoon?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000170107.jpg""","""Where is a spoon?""","[[{""id"": ""g0.0"", ""content"": ""beside cup""}, {""id"": ""g1.0"", ""content"": ""next to coffee""}, {""id"": ""g1.1"", ""content"": ""next to tea""}, {""id"": ""g2.1"", ""content"": ""by coffee""}, {""id"": ""g2.0"", ""content"": ""by coffee mug""}], [{""id"": ""g3.0"", ""content"": ""saucer""}, {""id"": ""g0.1"", ""content"": ""cup plate""}, {""id"": ""g4.1"", ""content"": ""on plate by teacup""}, {""id"": ""g4.0"", ""content"": ""on saucer""}]]","[""Where is a spoon in the plate?"", ""What is the spoon on?""]",false,,,A003,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,170107002,placeholder,placeholder,placeholder
476692,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,A005,placeholder,placeholder,placeholder,"[[{""id"": ""g0.0"", ""content"": ""beside cup""}, {""id"": ""g0.1"", ""content"": ""cup plate""}], [{""id"": ""g1.0"", ""content"": ""next to coffee""}, {""id"": ""g1.1"", ""content"": ""next to tea""}], [{""id"": ""g2.0"", ""content"": ""by coffee mug""}, {""id"": ""g2.1"", ""content"": ""by coffee""}], [{""id"": ""g3.0"", ""content"": ""saucer""}], [{""id"": ""g4.0"", ""content"": ""on saucer""}, {""id"": ""g4.1"", ""content"": ""on plate by teacup""}]]","[""Where is a spoon?"", ""Where is a spoon?"", ""Where is a spoon?"", ""Where is a spoon?"", ""Where is a spoon?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000170107.jpg""","""Where is a spoon?""","[[{""id"": ""g0.1"", ""content"": ""cup plate""}, {""id"": ""g4.1"", ""content"": ""on plate by teacup""}, {""id"": ""g3.0"", ""content"": ""saucer""}, {""id"": ""g4.0"", ""content"": ""on saucer""}], [{""id"": ""g2.1"", ""content"": ""by coffee""}, {""id"": ""g2.0"", ""content"": ""by coffee mug""}, {""id"": ""g0.0"", ""content"": ""beside cup""}, {""id"": ""g1.0"", ""content"": ""next to coffee""}, {""id"": ""g1.1"", ""content"": ""next to tea""}]]","[""What is the spoon on?"", ""What is the spoon near?""]",false,,,A005,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,170107002,placeholder,placeholder,placeholder
476692,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22352,A007,Sat Feb 26 20:32:43 UTC 2022,Sat Feb 26 20:34:00 UTC 2022,77,"[[{""id"": ""g0.0"", ""content"": ""cup plate""}, {""id"": ""g0.1"", ""content"": ""beside cup""}], [{""id"": ""g1.0"", ""content"": ""next to tea""}, {""id"": ""g1.1"", ""content"": ""next to coffee""}], [{""id"": ""g2.0"", ""content"": ""by coffee mug""}, {""id"": ""g2.1"", ""content"": ""by coffee""}], [{""id"": ""g3.0"", ""content"": ""saucer""}], [{""id"": ""g4.0"", ""content"": ""on saucer""}, {""id"": ""g4.1"", ""content"": ""on plate by teacup""}]]","[""Where is a spoon?"", ""Where is a spoon?"", ""Where is a spoon?"", ""Where is a spoon?"", ""Where is a spoon?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000170107.jpg""","""Where is a spoon?""","[[{""id"":""g2.0"",""content"":""by coffee mug""},{""id"":""g0.1"",""content"":""beside cup""},{""id"":""g1.0"",""content"":""next to tea""},{""id"":""g2.1"",""content"":""by coffee""},{""id"":""g1.1"",""content"":""next to coffee""}],[{""id"":""g3.0"",""content"":""saucer""},{""id"":""g4.0"",""content"":""on saucer""},{""id"":""g4.1"",""content"":""on plate by teacup""},{""id"":""g0.0"",""content"":""cup plate""}]]","[""The spoon is to the left of what?"",""What is the spoon on?""]",false,,"""All answer the same question""",A007,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,170107002,placeholder,placeholder,placeholder
476693,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,A005,placeholder,placeholder,placeholder,"[[{""id"": ""g0.0"", ""content"": ""ground""}], [{""id"": ""g1.0"", ""content"": ""sidewalk""}, {""id"": ""g1.1"", ""content"": ""on sidewalk""}], [{""id"": ""g2.0"", ""content"": ""road""}], [{""id"": ""g3.0"", ""content"": ""on floor""}, {""id"": ""g3.1"", ""content"": ""on carpeted floor""}], [{""id"": ""g4.0"", ""content"": ""floor""}]]","[""Where are the bags placed?"", ""Where are the bags placed?"", ""Where are the bags placed?"", ""Where are the bags placed?"", ""Where are the bags placed?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000172475.jpg""","""Where are the bags placed?""","[[{""id"": ""g0.0"", ""content"": ""ground""}, {""id"": ""g4.0"", ""content"": ""floor""}, {""id"": ""g3.0"", ""content"": ""on floor""}], [{""id"": ""g2.0"", ""content"": ""road""}, {""id"": ""g1.0"", ""content"": ""sidewalk""}, {""id"": ""g1.1"", ""content"": ""on sidewalk""}]]","[""What are the bags placed on?"", ""What hard surface are the bags placed?""]",false,,,A005,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,172475009,placeholder,placeholder,placeholder
476694,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,A002,placeholder,placeholder,placeholder,"[[{""id"": ""g0.0"", ""content"": ""orange""}, {""id"": ""g0.1"", ""content"": ""brown, white, orange""}], [{""id"": ""g1.0"", ""content"": ""brown""}, {""id"": ""g1.1"", ""content"": ""orange white brown""}, {""id"": ""g1.2"", ""content"": ""orange and white""}, {""id"": ""g1.3"", ""content"": ""white""}, {""id"": ""g1.4"", ""content"": ""colored""}]]","[""What color is the picture?"", ""What color is the picture?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000174667.jpg""","""What color is the picture?""","[[{""id"": ""g0.0"", ""content"": ""orange""}], [{""id"": ""g0.1"", ""content"": ""brown, white, orange""}, {""id"": ""g1.1"", ""content"": ""orange white brown""}, {""id"": ""g1.2"", ""content"": ""orange and white""}], [{""id"": ""g1.0"", ""content"": ""brown""}], [{""id"": ""g1.3"", ""content"": ""white""}]]","[""What color is the fruit?"", ""What colors make up the picture?"", ""What color is the table?"", ""What color is the bowl?""]",false,,,A002,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,174667001,placeholder,placeholder,placeholder
476695,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22194,A001,Thu Feb 24 13:12:43 UTC 2022,Thu Feb 24 13:14:01 UTC 2022,78,"[[{""id"": ""g0.0"", ""content"": ""near shed""}, {""id"": ""g0.1"", ""content"": ""front of cylinder""}, {""id"": ""g0.2"", ""content"": ""side of truck""}, {""id"": ""g0.3"", ""content"": ""behind truck""}], [{""id"": ""g1.0"", ""content"": ""i don't see one""}, {""id"": ""g1.1"", ""content"": ""no ladder""}, {""id"": ""g1.2"", ""content"": ""none""}, {""id"": ""g1.3"", ""content"": ""nowhere""}]]","[""Where is a silver ladder?"", ""Where is a silver ladder?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000176087.jpg""","""Where is a silver ladder?""","[[{""id"":""g0.0"",""content"":""near shed""}],[{""id"":""g0.2"",""content"":""side of truck""},{""id"":""g0.3"",""content"":""behind truck""}],[{""id"":""g0.1"",""content"":""front of cylinder""}]]","[""What is the silver ladder close to?"",""Where is a silver ladder relative to the truck?"",""Where is a silver ladder relative to the tank?""]",false,,"""All answer the same question""",A001,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,176087007,placeholder,placeholder,placeholder
476695,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,A003,placeholder,placeholder,placeholder,"[[{""id"": ""g0.0"", ""content"": ""near shed""}, {""id"": ""g0.1"", ""content"": ""side of truck""}, {""id"": ""g0.2"", ""content"": ""front of cylinder""}, {""id"": ""g0.3"", ""content"": ""behind truck""}], [{""id"": ""g1.0"", ""content"": ""none""}, {""id"": ""g1.1"", ""content"": ""no ladder""}, {""id"": ""g1.2"", ""content"": ""nowhere""}, {""id"": ""g1.3"", ""content"": ""i don't see one""}]]","[""Where is a silver ladder?"", ""Where is a silver ladder?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000176087.jpg""","""Where is a silver ladder?""","[[{""id"": ""g0.0"", ""content"": ""near shed""}, {""id"": ""g0.1"", ""content"": ""side of truck""}, {""id"": ""g0.2"", ""content"": ""front of cylinder""}, {""id"": ""g0.3"", ""content"": ""behind truck""}], [{""id"": ""g1.0"", ""content"": ""none""}, {""id"": ""g1.1"", ""content"": ""no ladder""}, {""id"": ""g1.2"", ""content"": ""nowhere""}, {""id"": ""g1.3"", ""content"": ""i don't see one""}]]","[""Where is a silver ladder located?"", ""Is there a silver ladder?""]",false,,,A003,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,176087007,placeholder,placeholder,placeholder
