"HITId","HITTypeId","Title","CreationTime","MaxAssignments","AssignmentDurationInSeconds","AssignmentId","WorkerId","AcceptTime","SubmitTime","WorkTimeInSeconds","Input.answerGroups","Input.answerQuestions","Input.imgUrl","Input.questionStr","Answer.answer_groups","Answer.answer_questions","Answer.is_skip","Answer.skipCheck","Answer.skip_reason","Turkle.Username"
"476694","85","Uncertainty QUD","Thu Feb 24 13:02:48 UTC 2022","3","86400","22356","141","Sat Feb 26 20:34:13 UTC 2022","Sat Feb 26 20:34:21 UTC 2022","8","[[{""id"": ""g0.0"", ""content"": ""orange""}, {""id"": ""g0.1"", ""content"": ""brown, white, orange""}], [{""id"": ""g1.0"", ""content"": ""colored""}, {""id"": ""g1.1"", ""content"": ""orange white brown""}, {""id"": ""g1.2"", ""content"": ""brown""}, {""id"": ""g1.3"", ""content"": ""white""}, {""id"": ""g1.4"", ""content"": ""orange and white""}]]","[""What color is the picture?"", ""What color is the picture?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000174667.jpg""","""What color is the picture?""","[[{""id"":""g0.0"",""content"":""orange""},{""id"":""g0.1"",""content"":""brown, white, orange""}],[{""id"":""g1.0"",""content"":""colored""},{""id"":""g1.1"",""content"":""orange white brown""},{""id"":""g1.2"",""content"":""brown""},{""id"":""g1.3"",""content"":""white""},{""id"":""g1.4"",""content"":""orange and white""}]]","[""What color is the picture?"",""What color is the picture?""]","true","value","""All answer the same question""","ohussei3"
"476694","85","Uncertainty QUD","Thu Feb 24 13:02:48 UTC 2022","3","86400","22463","139","Wed Mar 02 19:03:07 UTC 2022","Wed Mar 02 19:03:19 UTC 2022","12","[[{""id"": ""g0.0"", ""content"": ""orange""}, {""id"": ""g0.1"", ""content"": ""brown, white, orange""}], [{""id"": ""g1.0"", ""content"": ""colored""}, {""id"": ""g1.1"", ""content"": ""orange white brown""}, {""id"": ""g1.2"", ""content"": ""brown""}, {""id"": ""g1.3"", ""content"": ""white""}, {""id"": ""g1.4"", ""content"": ""orange and white""}]]","[""What color is the picture?"", ""What color is the picture?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000174667.jpg""","""What color is the picture?""","[[{""id"":""g0.0"",""content"":""orange""},{""id"":""g0.1"",""content"":""brown, white, orange""}],[{""id"":""g1.0"",""content"":""colored""},{""id"":""g1.1"",""content"":""orange white brown""},{""id"":""g1.2"",""content"":""brown""},{""id"":""g1.3"",""content"":""white""},{""id"":""g1.4"",""content"":""orange and white""}]]","[""What color is the picture?"",""What color is the picture?""]","true","value","""All answer the same question""","rhuang29"
"476695","85","Uncertainty QUD","Thu Feb 24 13:02:48 UTC 2022","3","86400","22194","52","Thu Feb 24 13:12:43 UTC 2022","Thu Feb 24 13:14:01 UTC 2022","78","[[{""id"": ""g0.0"", ""content"": ""near shed""}, {""id"": ""g0.1"", ""content"": ""front of cylinder""}, {""id"": ""g0.2"", ""content"": ""side of truck""}, {""id"": ""g0.3"", ""content"": ""behind truck""}], [{""id"": ""g1.0"", ""content"": ""i don't see one""}, {""id"": ""g1.1"", ""content"": ""no ladder""}, {""id"": ""g1.2"", ""content"": ""none""}, {""id"": ""g1.3"", ""content"": ""nowhere""}]]","[""Where is a silver ladder?"", ""Where is a silver ladder?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000176087.jpg""","""Where is a silver ladder?""","[[{""id"":""g0.0"",""content"":""near shed""}],[{""id"":""g0.2"",""content"":""side of truck""},{""id"":""g0.3"",""content"":""behind truck""}],[{""id"":""g0.1"",""content"":""front of cylinder""}]]","[""What is the silver ladder close to?"",""Where is a silver ladder relative to the truck?"",""Where is a silver ladder relative to the tank?""]","false","","""All answer the same question""","esteng"
"476695","85","Uncertainty QUD","Thu Feb 24 13:02:48 UTC 2022","3","86400","22357","141","Sat Feb 26 20:34:21 UTC 2022","Sat Feb 26 20:36:18 UTC 2022","117","[[{""id"": ""g0.0"", ""content"": ""near shed""}, {""id"": ""g0.1"", ""content"": ""front of cylinder""}, {""id"": ""g0.2"", ""content"": ""side of truck""}, {""id"": ""g0.3"", ""content"": ""behind truck""}], [{""id"": ""g1.0"", ""content"": ""i don't see one""}, {""id"": ""g1.1"", ""content"": ""no ladder""}, {""id"": ""g1.2"", ""content"": ""none""}, {""id"": ""g1.3"", ""content"": ""nowhere""}]]","[""Where is a silver ladder?"", ""Where is a silver ladder?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000176087.jpg""","""Where is a silver ladder?""","[[{""id"":""g0.0"",""content"":""near shed""},{""id"":""g0.1"",""content"":""front of cylinder""}],[{""id"":""g0.3"",""content"":""behind truck""},{""id"":""g0.2"",""content"":""side of truck""}]]","[""Where is a silver ladder relative to objects in the background?"",""Where is the silver ladder relative to the truck?""]","false","","""All answer the same question""","ohussei3"
"476695","85","Uncertainty QUD","Thu Feb 24 13:02:48 UTC 2022","3","86400","22464","139","Wed Mar 02 19:03:20 UTC 2022","Wed Mar 02 19:10:05 UTC 2022","405","[[{""id"": ""g0.0"", ""content"": ""near shed""}, {""id"": ""g0.1"", ""content"": ""front of cylinder""}, {""id"": ""g0.2"", ""content"": ""side of truck""}, {""id"": ""g0.3"", ""content"": ""behind truck""}], [{""id"": ""g1.0"", ""content"": ""i don't see one""}, {""id"": ""g1.1"", ""content"": ""no ladder""}, {""id"": ""g1.2"", ""content"": ""none""}, {""id"": ""g1.3"", ""content"": ""nowhere""}]]","[""Where is a silver ladder?"", ""Where is a silver ladder?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000176087.jpg""","""Where is a silver ladder?""","[[{""id"":""g0.0"",""content"":""near shed""},{""id"":""g0.1"",""content"":""front of cylinder""},{""id"":""g0.2"",""content"":""side of truck""},{""id"":""g0.3"",""content"":""behind truck""}]]","[""Where is the silver ladder?""]","false","","""All answer the same question""","rhuang29"
"476696","85","Uncertainty QUD","Thu Feb 24 13:02:48 UTC 2022","3","86400","22195","52","Thu Feb 24 13:14:01 UTC 2022","Thu Feb 24 13:14:06 UTC 2022","5","[[{""id"": ""g0.0"", ""content"": ""making phone call""}, {""id"": ""g0.1"", ""content"": ""holding phone""}, {""id"": ""g0.2"", ""content"": ""using phone""}, {""id"": ""g0.3"", ""content"": ""showing phone""}, {""id"": ""g0.4"", ""content"": ""holding phones""}], [{""id"": ""g1.0"", ""content"": ""talking""}, {""id"": ""g1.1"", ""content"": ""not sure""}, {""id"": ""g1.2"", ""content"": ""talking on speakerphone""}]]","[""What are they doing?"", ""What are they doing?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000185818.jpg""","""What are they doing?""","[[{""id"":""g0.0"",""content"":""making phone call""},{""id"":""g0.1"",""content"":""holding phone""},{""id"":""g0.2"",""content"":""using phone""},{""id"":""g0.3"",""content"":""showing phone""},{""id"":""g0.4"",""content"":""holding phones""}],[{""id"":""g1.0"",""content"":""talking""},{""id"":""g1.1"",""content"":""not sure""},{""id"":""g1.2"",""content"":""talking on speakerphone""}]]","[""What are they doing?"",""What are they doing?""]","true","value","""All answer the same question""","esteng"
"476696","85","Uncertainty QUD","Thu Feb 24 13:02:48 UTC 2022","3","86400","22358","141","Sat Feb 26 20:36:18 UTC 2022","Sat Feb 26 20:37:36 UTC 2022","78","[[{""id"": ""g0.0"", ""content"": ""making phone call""}, {""id"": ""g0.1"", ""content"": ""holding phone""}, {""id"": ""g0.2"", ""content"": ""using phone""}, {""id"": ""g0.3"", ""content"": ""showing phone""}, {""id"": ""g0.4"", ""content"": ""holding phones""}], [{""id"": ""g1.0"", ""content"": ""talking""}, {""id"": ""g1.1"", ""content"": ""not sure""}, {""id"": ""g1.2"", ""content"": ""talking on speakerphone""}]]","[""What are they doing?"", ""What are they doing?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000185818.jpg""","""What are they doing?""","[[{""id"":""g0.1"",""content"":""holding phone""},{""id"":""g0.2"",""content"":""using phone""},{""id"":""g0.3"",""content"":""showing phone""},{""id"":""g0.4"",""content"":""holding phones""}],[{""id"":""g1.0"",""content"":""talking""},{""id"":""g0.0"",""content"":""making phone call""},{""id"":""g1.2"",""content"":""talking on speakerphone""}]]","[""What are they physically doing?"",""What are they possibly doing?""]","false","","""All answer the same question""","ohussei3"
"476696","85","Uncertainty QUD","Thu Feb 24 13:02:48 UTC 2022","3","86400","22465","139","Wed Mar 02 19:13:50 UTC 2022","Wed Mar 02 19:14:03 UTC 2022","13","[[{""id"": ""g0.0"", ""content"": ""making phone call""}, {""id"": ""g0.1"", ""content"": ""holding phone""}, {""id"": ""g0.2"", ""content"": ""using phone""}, {""id"": ""g0.3"", ""content"": ""showing phone""}, {""id"": ""g0.4"", ""content"": ""holding phones""}], [{""id"": ""g1.0"", ""content"": ""talking""}, {""id"": ""g1.1"", ""content"": ""not sure""}, {""id"": ""g1.2"", ""content"": ""talking on speakerphone""}]]","[""What are they doing?"", ""What are they doing?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000185818.jpg""","""What are they doing?""","[[{""id"":""g0.0"",""content"":""making phone call""},{""id"":""g0.1"",""content"":""holding phone""},{""id"":""g0.2"",""content"":""using phone""},{""id"":""g0.3"",""content"":""showing phone""},{""id"":""g0.4"",""content"":""holding phones""}],[{""id"":""g1.0"",""content"":""talking""},{""id"":""g1.1"",""content"":""not sure""},{""id"":""g1.2"",""content"":""talking on speakerphone""}]]","[""What are they doing?"",""What are they doing?""]","true","value","""Ambiguous (need more information)""","rhuang29"
"476697","85","Uncertainty QUD","Thu Feb 24 13:02:48 UTC 2022","3","86400","22196","52","Thu Feb 24 13:14:06 UTC 2022","Thu Feb 24 13:15:03 UTC 2022","57","[[{""id"": ""g0.0"", ""content"": ""on table""}], [{""id"": ""g1.0"", ""content"": ""on paper""}], [{""id"": ""g2.0"", ""content"": ""by coffee mug on newspaper""}, {""id"": ""g2.1"", ""content"": ""on newspaper""}], [{""id"": ""g3.0"", ""content"": ""behind plate""}, {""id"": ""g3.1"", ""content"": ""above plate""}], [{""id"": ""g4.0"", ""content"": ""next to cup""}, {""id"": ""g4.1"", ""content"": ""next to drink""}]]","[""Where is the phone?"", ""Where is the phone?"", ""Where is the phone?"", ""Where is the phone?"", ""Where is the phone?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000187823.jpg""","""Where is the phone?""","[[{""id"":""g2.1"",""content"":""on newspaper""},{""id"":""g1.0"",""content"":""on paper""},{""id"":""g0.0"",""content"":""on table""}],[{""id"":""g2.0"",""content"":""by coffee mug on newspaper""},{""id"":""g3.1"",""content"":""above plate""},{""id"":""g3.0"",""content"":""behind plate""},{""id"":""g4.0"",""content"":""next to cup""},{""id"":""g4.1"",""content"":""next to drink""}]]","[""What is the phone on?"",""Where is the phone relative to other objects?""]","false","","""All answer the same question""","esteng"
"476697","85","Uncertainty QUD","Thu Feb 24 13:02:48 UTC 2022","3","86400","22359","141","Sat Feb 26 20:37:36 UTC 2022","Sat Feb 26 20:41:36 UTC 2022","240","[[{""id"": ""g0.0"", ""content"": ""on table""}], [{""id"": ""g1.0"", ""content"": ""on paper""}], [{""id"": ""g2.0"", ""content"": ""by coffee mug on newspaper""}, {""id"": ""g2.1"", ""content"": ""on newspaper""}], [{""id"": ""g3.0"", ""content"": ""behind plate""}, {""id"": ""g3.1"", ""content"": ""above plate""}], [{""id"": ""g4.0"", ""content"": ""next to cup""}, {""id"": ""g4.1"", ""content"": ""next to drink""}]]","[""Where is the phone?"", ""Where is the phone?"", ""Where is the phone?"", ""Where is the phone?"", ""Where is the phone?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000187823.jpg""","""Where is the phone?""","[[{""id"":""g0.0"",""content"":""on table""}],[{""id"":""g1.0"",""content"":""on paper""},{""id"":""g2.0"",""content"":""by coffee mug on newspaper""},{""id"":""g2.1"",""content"":""on newspaper""}],[{""id"":""g3.0"",""content"":""behind plate""},{""id"":""g3.1"",""content"":""above plate""}],[{""id"":""g4.1"",""content"":""next to drink""},{""id"":""g4.0"",""content"":""next to cup""}]]","[""On what are the phone and the newspaper? ?"",""Where is the phone directly touching?"",""Where is the phone relative to the plate?"",""Where is the phone next to aside from the plate?""]","false","","""All answer the same question""","ohussei3"
"476697","85","Uncertainty QUD","Thu Feb 24 13:02:48 UTC 2022","3","86400","22466","139","Wed Mar 02 19:14:04 UTC 2022","Wed Mar 02 19:14:40 UTC 2022","36","[[{""id"": ""g0.0"", ""content"": ""on table""}], [{""id"": ""g1.0"", ""content"": ""on paper""}], [{""id"": ""g2.0"", ""content"": ""by coffee mug on newspaper""}, {""id"": ""g2.1"", ""content"": ""on newspaper""}], [{""id"": ""g3.0"", ""content"": ""behind plate""}, {""id"": ""g3.1"", ""content"": ""above plate""}], [{""id"": ""g4.0"", ""content"": ""next to cup""}, {""id"": ""g4.1"", ""content"": ""next to drink""}]]","[""Where is the phone?"", ""Where is the phone?"", ""Where is the phone?"", ""Where is the phone?"", ""Where is the phone?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000187823.jpg""","""Where is the phone?""","[[{""id"":""g0.0"",""content"":""on table""}],[{""id"":""g1.0"",""content"":""on paper""},{""id"":""g2.0"",""content"":""by coffee mug on newspaper""},{""id"":""g2.1"",""content"":""on newspaper""}],[{""id"":""g3.0"",""content"":""behind plate""},{""id"":""g3.1"",""content"":""above plate""}],[{""id"":""g4.0"",""content"":""next to cup""},{""id"":""g4.1"",""content"":""next to drink""}]]","[""Where is the phone relative to the table?"",""Where is the phone relative to the newspaper?"",""Where is the phone relative to the plate?"",""Where is the phone relative to the drink?""]","false","","""All answer the same question""","rhuang29"
"476698","85","Uncertainty QUD","Thu Feb 24 13:02:48 UTC 2022","3","86400","22197","52","Thu Feb 24 13:15:03 UTC 2022","Thu Feb 24 13:15:17 UTC 2022","14","[[{""id"": ""g0.0"", ""content"": ""purple pink""}, {""id"": ""g0.1"", ""content"": ""purple fuschia""}, {""id"": ""g0.2"", ""content"": ""purple""}], [{""id"": ""g1.0"", ""content"": ""purple and pink""}, {""id"": ""g1.1"", ""content"": ""purple, orange and violet""}, {""id"": ""g1.2"", ""content"": ""green""}, {""id"": ""g1.3"", ""content"": ""blue and pink""}, {""id"": ""g1.4"", ""content"": ""blue, pink, white and yellow""}]]","[""What color are the flowers?"", ""What color are the flowers?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000191972.jpg""","""What color are the flowers?""","[[{""id"":""g0.0"",""content"":""purple pink""},{""id"":""g0.1"",""content"":""purple fuschia""},{""id"":""g0.2"",""content"":""purple""}],[{""id"":""g1.0"",""content"":""purple and pink""},{""id"":""g1.1"",""content"":""purple, orange and violet""},{""id"":""g1.2"",""content"":""green""},{""id"":""g1.3"",""content"":""blue and pink""},{""id"":""g1.4"",""content"":""blue, pink, white and yellow""}]]","[""What color are the flowers?"",""What color are the flowers?""]","true","value","""All answer the same question""","esteng"
"476698","85","Uncertainty QUD","Thu Feb 24 13:02:48 UTC 2022","3","86400","22365","141","Sat Feb 26 20:41:36 UTC 2022","Sat Feb 26 20:41:43 UTC 2022","7","[[{""id"": ""g0.0"", ""content"": ""purple pink""}, {""id"": ""g0.1"", ""content"": ""purple fuschia""}, {""id"": ""g0.2"", ""content"": ""purple""}], [{""id"": ""g1.0"", ""content"": ""purple and pink""}, {""id"": ""g1.1"", ""content"": ""purple, orange and violet""}, {""id"": ""g1.2"", ""content"": ""green""}, {""id"": ""g1.3"", ""content"": ""blue and pink""}, {""id"": ""g1.4"", ""content"": ""blue, pink, white and yellow""}]]","[""What color are the flowers?"", ""What color are the flowers?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000191972.jpg""","""What color are the flowers?""","[[{""id"":""g0.0"",""content"":""purple pink""},{""id"":""g0.1"",""content"":""purple fuschia""},{""id"":""g0.2"",""content"":""purple""}],[{""id"":""g1.0"",""content"":""purple and pink""},{""id"":""g1.1"",""content"":""purple, orange and violet""},{""id"":""g1.2"",""content"":""green""},{""id"":""g1.3"",""content"":""blue and pink""},{""id"":""g1.4"",""content"":""blue, pink, white and yellow""}]]","[""What color are the flowers?"",""What color are the flowers?""]","true","value","""All answer the same question""","ohussei3"
"476698","85","Uncertainty QUD","Thu Feb 24 13:02:48 UTC 2022","3","86400","22467","139","Wed Mar 02 19:14:40 UTC 2022","Wed Mar 02 19:14:44 UTC 2022","4","[[{""id"": ""g0.0"", ""content"": ""purple pink""}, {""id"": ""g0.1"", ""content"": ""purple fuschia""}, {""id"": ""g0.2"", ""content"": ""purple""}], [{""id"": ""g1.0"", ""content"": ""purple and pink""}, {""id"": ""g1.1"", ""content"": ""purple, orange and violet""}, {""id"": ""g1.2"", ""content"": ""green""}, {""id"": ""g1.3"", ""content"": ""blue and pink""}, {""id"": ""g1.4"", ""content"": ""blue, pink, white and yellow""}]]","[""What color are the flowers?"", ""What color are the flowers?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000191972.jpg""","""What color are the flowers?""","[[{""id"":""g0.0"",""content"":""purple pink""},{""id"":""g0.1"",""content"":""purple fuschia""},{""id"":""g0.2"",""content"":""purple""}],[{""id"":""g1.0"",""content"":""purple and pink""},{""id"":""g1.1"",""content"":""purple, orange and violet""},{""id"":""g1.2"",""content"":""green""},{""id"":""g1.3"",""content"":""blue and pink""},{""id"":""g1.4"",""content"":""blue, pink, white and yellow""}]]","[""What color are the flowers?"",""What color are the flowers?""]","true","value","""All answer the same question""","rhuang29"
"476699","85","Uncertainty QUD","Thu Feb 24 13:02:48 UTC 2022","3","86400","22198","52","Thu Feb 24 13:15:17 UTC 2022","Thu Feb 24 13:15:35 UTC 2022","18","[[{""id"": ""g0.0"", ""content"": ""in food""}, {""id"": ""g0.1"", ""content"": ""on top of food item""}, {""id"": ""g0.2"", ""content"": ""cutting food""}], [{""id"": ""g1.0"", ""content"": ""hand""}, {""id"": ""g1.1"", ""content"": ""in hand""}]]","[""Where is the knife?"", ""Where is the knife?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000208880.jpg""","""Where is the knife?""","[[{""id"":""g0.0"",""content"":""in food""},{""id"":""g0.1"",""content"":""on top of food item""},{""id"":""g0.2"",""content"":""cutting food""}],[{""id"":""g1.0"",""content"":""hand""},{""id"":""g1.1"",""content"":""in hand""}]]","[""Where is the knife blade?"",""Where is the knife handle?""]","false","","""All answer the same question""","esteng"
"476699","85","Uncertainty QUD","Thu Feb 24 13:02:48 UTC 2022","3","86400","22366","141","Sat Feb 26 20:41:43 UTC 2022","Sat Feb 26 20:42:17 UTC 2022","34","[[{""id"": ""g0.0"", ""content"": ""in food""}, {""id"": ""g0.1"", ""content"": ""on top of food item""}, {""id"": ""g0.2"", ""content"": ""cutting food""}], [{""id"": ""g1.0"", ""content"": ""hand""}, {""id"": ""g1.1"", ""content"": ""in hand""}]]","[""Where is the knife?"", ""Where is the knife?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000208880.jpg""","""Where is the knife?""","[[{""id"":""g0.0"",""content"":""in food""},{""id"":""g0.1"",""content"":""on top of food item""},{""id"":""g0.2"",""content"":""cutting food""}],[{""id"":""g1.0"",""content"":""hand""},{""id"":""g1.1"",""content"":""in hand""}]]","[""Where is the knife cutting?"",""What is the knife being held by?""]","false","","""All answer the same question""","ohussei3"
"476699","85","Uncertainty QUD","Thu Feb 24 13:02:48 UTC 2022","3","86400","22468","139","Wed Mar 02 19:14:44 UTC 2022","Wed Mar 02 19:15:05 UTC 2022","21","[[{""id"": ""g0.0"", ""content"": ""in food""}, {""id"": ""g0.1"", ""content"": ""on top of food item""}, {""id"": ""g0.2"", ""content"": ""cutting food""}], [{""id"": ""g1.0"", ""content"": ""hand""}, {""id"": ""g1.1"", ""content"": ""in hand""}]]","[""Where is the knife?"", ""Where is the knife?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000208880.jpg""","""Where is the knife?""","[[{""id"":""g0.0"",""content"":""in food""},{""id"":""g0.1"",""content"":""on top of food item""},{""id"":""g0.2"",""content"":""cutting food""}],[{""id"":""g1.0"",""content"":""hand""},{""id"":""g1.1"",""content"":""in hand""}]]","[""Where is the knife?"",""Where is the knife?""]","true","value","""All answers to the same question (multiple answers)""","rhuang29"
"476700","85","Uncertainty QUD","Thu Feb 24 13:02:48 UTC 2022","3","86400","22199","52","Thu Feb 24 13:15:35 UTC 2022","Thu Feb 24 13:15:42 UTC 2022","7","[[{""id"": ""g0.0"", ""content"": ""i can't tell""}, {""id"": ""g0.1"", ""content"": ""can't see them""}], [{""id"": ""g1.0"", ""content"": ""shoes are not visible""}, {""id"": ""g1.1"", ""content"": ""no shoes""}], [{""id"": ""g2.0"", ""content"": ""none""}, {""id"": ""g2.1"", ""content"": ""no shown""}], [{""id"": ""g3.0"", ""content"": ""black""}], [{""id"": ""g4.0"", ""content"": ""white""}]]","[""What color are the boy's shoes?"", ""What color are the boy's shoes?"", ""What color are the boy's shoes?"", ""What color are the boy's shoes?"", ""What color are the boy's shoes?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000217591.jpg""","""What color are the boy's shoes?""","[[{""id"":""g0.0"",""content"":""i can't tell""},{""id"":""g0.1"",""content"":""can't see them""}],[{""id"":""g1.0"",""content"":""shoes are not visible""},{""id"":""g1.1"",""content"":""no shoes""}],[{""id"":""g2.0"",""content"":""none""},{""id"":""g2.1"",""content"":""no shown""}],[{""id"":""g3.0"",""content"":""black""}],[{""id"":""g4.0"",""content"":""white""}]]","[""What color are the boy's shoes?"",""What color are the boy's shoes?"",""What color are the boy's shoes?"",""What color are the boy's shoes?"",""What color are the boy's shoes?""]","true","value","""All answer the same question""","esteng"
"476700","85","Uncertainty QUD","Thu Feb 24 13:02:48 UTC 2022","3","86400","22368","141","Sat Feb 26 20:42:17 UTC 2022","Sat Feb 26 20:42:25 UTC 2022","8","[[{""id"": ""g0.0"", ""content"": ""i can't tell""}, {""id"": ""g0.1"", ""content"": ""can't see them""}], [{""id"": ""g1.0"", ""content"": ""shoes are not visible""}, {""id"": ""g1.1"", ""content"": ""no shoes""}], [{""id"": ""g2.0"", ""content"": ""none""}, {""id"": ""g2.1"", ""content"": ""no shown""}], [{""id"": ""g3.0"", ""content"": ""black""}], [{""id"": ""g4.0"", ""content"": ""white""}]]","[""What color are the boy's shoes?"", ""What color are the boy's shoes?"", ""What color are the boy's shoes?"", ""What color are the boy's shoes?"", ""What color are the boy's shoes?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000217591.jpg""","""What color are the boy's shoes?""","[[{""id"":""g0.0"",""content"":""i can't tell""},{""id"":""g0.1"",""content"":""can't see them""}],[{""id"":""g1.0"",""content"":""shoes are not visible""},{""id"":""g1.1"",""content"":""no shoes""}],[{""id"":""g2.0"",""content"":""none""},{""id"":""g2.1"",""content"":""no shown""}],[{""id"":""g3.0"",""content"":""black""}],[{""id"":""g4.0"",""content"":""white""}]]","[""What color are the boy's shoes?"",""What color are the boy's shoes?"",""What color are the boy's shoes?"",""What color are the boy's shoes?"",""What color are the boy's shoes?""]","true","value","""All answer the same question""","ohussei3"
"476700","85","Uncertainty QUD","Thu Feb 24 13:02:48 UTC 2022","3","86400","22469","139","Wed Mar 02 19:15:05 UTC 2022","Wed Mar 02 19:15:16 UTC 2022","11","[[{""id"": ""g0.0"", ""content"": ""i can't tell""}, {""id"": ""g0.1"", ""content"": ""can't see them""}], [{""id"": ""g1.0"", ""content"": ""shoes are not visible""}, {""id"": ""g1.1"", ""content"": ""no shoes""}], [{""id"": ""g2.0"", ""content"": ""none""}, {""id"": ""g2.1"", ""content"": ""no shown""}], [{""id"": ""g3.0"", ""content"": ""black""}], [{""id"": ""g4.0"", ""content"": ""white""}]]","[""What color are the boy's shoes?"", ""What color are the boy's shoes?"", ""What color are the boy's shoes?"", ""What color are the boy's shoes?"", ""What color are the boy's shoes?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000217591.jpg""","""What color are the boy's shoes?""","[[{""id"":""g0.0"",""content"":""i can't tell""},{""id"":""g0.1"",""content"":""can't see them""}],[{""id"":""g1.0"",""content"":""shoes are not visible""},{""id"":""g1.1"",""content"":""no shoes""}],[{""id"":""g2.0"",""content"":""none""},{""id"":""g2.1"",""content"":""no shown""}]]","[""What color are the boy's shoes?"",""What color are the boy's shoes?"",""What color are the boy's shoes?""]","true","value","""All answer the same question""","rhuang29"
"476701","85","Uncertainty QUD","Thu Feb 24 13:02:48 UTC 2022","3","86400","22200","52","Thu Feb 24 13:15:42 UTC 2022","Thu Feb 24 13:15:48 UTC 2022","6","[[{""id"": ""g0.0"", ""content"": ""pictures crooked""}, {""id"": ""g0.1"", ""content"": ""camera was crooked""}, {""id"": ""g0.2"", ""content"": ""picture crooked""}, {""id"": ""g0.3"", ""content"": ""crooked camera""}], [{""id"": ""g1.0"", ""content"": ""picture was taken at angle""}, {""id"": ""g1.1"", ""content"": ""picture is taken sideways""}, {""id"": ""g1.2"", ""content"": ""photo taken on angle""}, {""id"": ""g1.3"", ""content"": ""camera angle makes it appear so""}, {""id"": ""g1.4"", ""content"": ""yes""}]]","[""Why is the sign leaning to the left?"", ""Why is the sign leaning to the left?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000219173.jpg""","""Why is the sign leaning to the left?""","[[{""id"":""g0.0"",""content"":""pictures crooked""},{""id"":""g0.1"",""content"":""camera was crooked""},{""id"":""g0.2"",""content"":""picture crooked""},{""id"":""g0.3"",""content"":""crooked camera""}],[{""id"":""g1.0"",""content"":""picture was taken at angle""},{""id"":""g1.1"",""content"":""picture is taken sideways""},{""id"":""g1.2"",""content"":""photo taken on angle""},{""id"":""g1.3"",""content"":""camera angle makes it appear so""},{""id"":""g1.4"",""content"":""yes""}]]","[""Why is the sign leaning to the left?"",""Why is the sign leaning to the left?""]","true","value","""All answer the same question""","esteng"
"476701","85","Uncertainty QUD","Thu Feb 24 13:02:48 UTC 2022","3","86400","22369","141","Sat Feb 26 20:42:25 UTC 2022","Sat Feb 26 20:42:39 UTC 2022","14","[[{""id"": ""g0.0"", ""content"": ""pictures crooked""}, {""id"": ""g0.1"", ""content"": ""camera was crooked""}, {""id"": ""g0.2"", ""content"": ""picture crooked""}, {""id"": ""g0.3"", ""content"": ""crooked camera""}], [{""id"": ""g1.0"", ""content"": ""picture was taken at angle""}, {""id"": ""g1.1"", ""content"": ""picture is taken sideways""}, {""id"": ""g1.2"", ""content"": ""photo taken on angle""}, {""id"": ""g1.3"", ""content"": ""camera angle makes it appear so""}, {""id"": ""g1.4"", ""content"": ""yes""}]]","[""Why is the sign leaning to the left?"", ""Why is the sign leaning to the left?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000219173.jpg""","""Why is the sign leaning to the left?""","[[{""id"":""g0.0"",""content"":""pictures crooked""},{""id"":""g0.1"",""content"":""camera was crooked""},{""id"":""g0.2"",""content"":""picture crooked""},{""id"":""g0.3"",""content"":""crooked camera""}],[{""id"":""g1.0"",""content"":""picture was taken at angle""},{""id"":""g1.1"",""content"":""picture is taken sideways""},{""id"":""g1.2"",""content"":""photo taken on angle""},{""id"":""g1.3"",""content"":""camera angle makes it appear so""}]]","[""Why is the sign leaning to the left?"",""Why is the sign leaning to the left?""]","true","value","""All answer the same question""","ohussei3"
