"HITId","HITTypeId","Title","CreationTime","MaxAssignments","AssignmentDurationInSeconds","AssignmentId","WorkerId","AcceptTime","SubmitTime","WorkTimeInSeconds","Input.answerGroups","Input.answerQuestions","Input.imgUrl","Input.questionStr","Input.question_id","Answer.answer_groups","Answer.answer_questions","Answer.is_skip","Answer.skipCheck","Answer.skip_reason","Turkle.Username"
"562191","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24857","52","Thu Jun 30 20:25:28 UTC 2022","Thu Jun 30 20:25:46 UTC 2022","18","[[{""id"": ""g0.5"", ""content"": ""rod""}], [{""id"": ""g1.0"", ""content"": ""up""}]]","[""What are the curtains hung on?"", ""Are the curtains hung up or are they  down?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000034831.jpg""","""How are the curtains hung?""","34831008","[[{""id"":""g0.5"",""content"":""rod""}],[{""id"":""g1.0"",""content"":""up""}]]","[""What are the curtains hung on?"",""Are the curtains hung up or are they  down?""]","true","value","""~ (reason maybe different) ""","esteng"
"562192","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24858","52","Thu Jun 30 20:25:46 UTC 2022","Thu Jun 30 20:25:58 UTC 2022","12","[[{""id"": ""g0.2"", ""content"": ""yosemite""}], [{""id"": ""g1.2"", ""content"": ""slight slope""}], [{""id"": ""g2.0"", ""content"": ""north""}]]","[""What is the mountain slope's nam this person snowboarding on?"", ""What mountain slope terrain is this person snowboarding on?"", ""What mountain slope direction is this person snowboarding on?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000354741.jpg""","""What mountain slope is this person snowboarding on?""","354741008","[[{""id"":""g0.2"",""content"":""yosemite""}],[{""id"":""g1.2"",""content"":""slight slope""}],[{""id"":""g2.0"",""content"":""north""}]]","[""What is the mountain slope's nam this person snowboarding on?"",""What mountain slope terrain is this person snowboarding on?"",""What mountain slope direction is this person snowboarding on?""]","true","value","""A/K. M/B      ""","esteng"
"562193","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24859","52","Thu Jun 30 20:25:59 UTC 2022","Thu Jun 30 20:26:07 UTC 2022","8","[[{""id"": ""g0.2"", ""content"": ""middle bird""}], [{""id"": ""g1.3"", ""content"": ""left 1""}]]","[""Which bird looks about to take off from the ground found?"", ""Where is the bird that looks about to take off from the ground?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000353634.jpg""","""Which bird looks about to take off from the ground?""","353634008","[[{""id"":""g0.2"",""content"":""middle bird""}],[{""id"":""g1.3"",""content"":""left 1""}]]","[""Which bird looks about to take off from the ground found?"",""Where is the bird that looks about to take off from the ground?""]","true","value","""M/B. A/M ""","esteng"
"562194","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24860","52","Thu Jun 30 20:26:08 UTC 2022","Thu Jun 30 20:26:15 UTC 2022","7","[[{""id"": ""g0.4"", ""content"": ""80's""}], [{""id"": ""g1.1"", ""content"": ""evening""}]]","[""About what decade time period is this?"", ""About what daytime period is this?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000268159.jpg""","""About what time period is this?""","268159006","[[{""id"":""g0.4"",""content"":""80's""}],[{""id"":""g1.1"",""content"":""evening""}]]","[""About what decade time period is this?"",""About what daytime period is this?""]","true","value","""A/T ""","esteng"
"562195","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24861","52","Thu Jun 30 20:26:15 UTC 2022","Thu Jun 30 20:26:23 UTC 2022","8","[[{""id"": ""g0.4"", ""content"": ""cars moving""}], [{""id"": ""g1.3"", ""content"": ""picture type""}]]","[""Why are the lights blurred so much?"", ""What causes the lights to be blurred?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000420496.jpg""","""Why are the lights blurred?""","420496002","[[{""id"":""g0.4"",""content"":""cars moving""}],[{""id"":""g1.3"",""content"":""picture type""}]]","[""Why are the lights blurred so much?"",""What causes the lights to be blurred?""]","true","value","""~ (reason might be different) ""","esteng"
"562196","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24862","52","Thu Jun 30 20:26:23 UTC 2022","Thu Jun 30 20:26:31 UTC 2022","8","[[{""id"": ""g0.3"", ""content"": ""n""}], [{""id"": ""g1.0"", ""content"": ""design""}]]","[""What letter is seen on the truck?"", ""What letter is on the truck a part of?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000479658.jpg""","""What letter is on the truck?""","479658001","[[{""id"":""g0.3"",""content"":""n""}],[{""id"":""g1.0"",""content"":""design""}]]","[""What letter is seen on the truck?"",""What letter is on the truck a part of?""]","true","value","""M/B    ""","esteng"
"562197","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24863","52","Thu Jun 30 20:26:31 UTC 2022","Thu Jun 30 20:26:44 UTC 2022","13","[[{""id"": ""g0.3"", ""content"": ""for someone to hold onto for support""}], [{""id"": ""g1.1"", ""content"": ""handlebar""}], [{""id"": ""g2.1"", ""content"": ""bus""}], [{""id"": ""g3.0"", ""content"": ""handheld""}]]","[""What is is the a silver bar used for?"", ""What is the a silver bar?"", ""What does the a silver bar from?"", ""How is the a silver bar used?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000181009.jpg""","""Why is there a silver bar?""","181009000","[[{""id"":""g0.3"",""content"":""for someone to hold onto for support""}],[{""id"":""g1.1"",""content"":""handlebar""}],[{""id"":""g2.1"",""content"":""bus""}],[{""id"":""g3.0"",""content"":""handheld""}]]","[""What is is the a silver bar used for?"",""What is the a silver bar?"",""What does the a silver bar from?"",""How is the a silver bar used?""]","true","value","""A/D. ~ (reason) ""","esteng"
"562198","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24864","52","Thu Jun 30 20:26:44 UTC 2022","Thu Jun 30 20:26:59 UTC 2022","15","[[{""id"": ""g0.4"", ""content"": ""it's vegetable""}], [{""id"": ""g1.0"", ""content"": ""cold""}], [{""id"": ""g2.1"", ""content"": ""photosynthesis""}], [{""id"": ""g3.0"", ""content"": ""garden""}]]","[""What is this blue and green stuff?"", ""What temperature causes this blue and green?"", ""What causes this this blue and green in science?"", ""What is this blue and green photo of?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000363570.jpg""","""Why is this blue and green?""","363570002","[[{""id"":""g0.4"",""content"":""it's vegetable""}],[{""id"":""g1.0"",""content"":""cold""}],[{""id"":""g2.1"",""content"":""photosynthesis""}],[{""id"":""g3.0"",""content"":""garden""}]]","[""What is this blue and green stuff?"",""What temperature causes this blue and green?"",""What causes this this blue and green in science?"",""What is this blue and green photo of?""]","true","value","""A/D. ~ (reason)  ""","esteng"
"562199","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24865","52","Thu Jun 30 20:26:59 UTC 2022","Thu Jun 30 20:27:05 UTC 2022","6","[[{""id"": ""g0.1"", ""content"": ""floor""}], [{""id"": ""g1.1"", ""content"": ""against wall""}], [{""id"": ""g2.2"", ""content"": ""toy store""}]]","[""Where is the big teddy bear sitting?"", ""Where is the big teddy bear in the photo?"", ""What building is the big teddy bear in?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000404406.jpg""","""Where is the big teddy bear?""","404406000","[[{""id"":""g0.1"",""content"":""floor""}],[{""id"":""g1.1"",""content"":""against wall""}],[{""id"":""g2.2"",""content"":""toy store""}]]","[""Where is the big teddy bear sitting?"",""Where is the big teddy bear in the photo?"",""What building is the big teddy bear in?""]","true","value","""A/L ""","esteng"
"562200","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24866","52","Thu Jun 30 20:27:06 UTC 2022","Thu Jun 30 20:27:21 UTC 2022","15","[[{""id"": ""g0.0"", ""content"": ""city""}], [{""id"": ""g1.3"", ""content"": ""cars""}], [{""id"": ""g2.2"", ""content"": ""sunny""}]]","[""What location is outside the window?"", ""What is seen outside the window?"", ""What weather is outside the window?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000200680.jpg""","""What is outside the window?""","200680004","[[{""id"":""g0.0"",""content"":""city""}],[{""id"":""g1.3"",""content"":""cars""}],[{""id"":""g2.2"",""content"":""sunny""}]]","[""What location is outside the window?"",""What is seen outside the window?"",""What weather is outside the window?""]","true","value","""M/A. A/M ""","esteng"
"562201","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24867","52","Thu Jun 30 20:27:21 UTC 2022","Thu Jun 30 20:27:34 UTC 2022","13","[[{""id"": ""g0.1"", ""content"": ""1""}], [{""id"": ""g1.1"", ""content"": ""blue and yellow kite""}], [{""id"": ""g2.0"", ""content"": ""antarctica""}], [{""id"": ""g3.0"", ""content"": ""norway""}]]","[""How many kites represent a country's official flag?"", ""Which colors are seen in kites represent a country's official flag?"", ""Which kites represent an area close to a country's official flag flown?"", ""Which country does the kite  represent a country's official flag here?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000298162.jpg""","""Which kites represent a country's official flag?""","298162030","[[{""id"":""g0.1"",""content"":""1""}],[{""id"":""g1.1"",""content"":""blue and yellow kite""}],[{""id"":""g2.0"",""content"":""antarctica""}],[{""id"":""g3.0"",""content"":""norway""}]]","[""How many kites represent a country's official flag?"",""Which colors are seen in kites represent a country's official flag?"",""Which kites represent an area close to a country's official flag flown?"",""Which country does the kite  represent a country's official flag here?""]","true","value","""M/A. M/B""","esteng"
"562202","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24868","52","Thu Jun 30 20:27:34 UTC 2022","Thu Jun 30 20:27:44 UTC 2022","10","[[{""id"": ""g0.4"", ""content"": ""daytime""}], [{""id"": ""g1.1"", ""content"": ""dinner""}]]","[""What time of day is it in the image?"", ""What meal time is it in the image?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000426152.jpg""","""What time is it in the image?""","426152011","[[{""id"":""g0.4"",""content"":""daytime""}],[{""id"":""g1.1"",""content"":""dinner""}]]","[""What time of day is it in the image?"",""What meal time is it in the image?""]","true","value","""A/T ""","esteng"
"562203","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24869","52","Thu Jun 30 20:27:44 UTC 2022","Thu Jun 30 20:27:53 UTC 2022","9","[[{""id"": ""g0.3"", ""content"": ""baking tray""}], [{""id"": ""g1.3"", ""content"": ""pot holder""}], [{""id"": ""g2.1"", ""content"": ""casserole""}]]","[""What is the woman touching with her hand?"", ""What does the woman have on her hand?"", ""What does the woman have cooking by her hand?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000396725.jpg""","""What does the woman have in her hand?""","396725014","[[{""id"":""g0.3"",""content"":""baking tray""}],[{""id"":""g1.3"",""content"":""pot holder""}],[{""id"":""g2.1"",""content"":""casserole""}]]","[""What is the woman touching with her hand?"",""What does the woman have on her hand?"",""What does the woman have cooking by her hand?""]","true","value","""A/M ""","esteng"
"562204","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24870","52","Thu Jun 30 20:27:53 UTC 2022","Thu Jun 30 20:27:59 UTC 2022","6","[[{""id"": ""g0.3"", ""content"": ""alabama""}], [{""id"": ""g1.2"", ""content"": ""coast""}], [{""id"": ""g2.0"", ""content"": ""beach""}]]","[""Where is this body of water located?"", ""Where is this body of water called?"", ""Where is this body of water flowing onto?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000223458.jpg""","""Where is this body of water?""","223458004","[[{""id"":""g0.3"",""content"":""alabama""}],[{""id"":""g1.2"",""content"":""coast""}],[{""id"":""g2.0"",""content"":""beach""}]]","[""Where is this body of water located?"",""Where is this body of water called?"",""Where is this body of water flowing onto?""]","true","value","""A/L ""","esteng"
"562205","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24871","52","Thu Jun 30 20:27:59 UTC 2022","Thu Jun 30 20:28:09 UTC 2022","10","[[{""id"": ""g0.3"", ""content"": ""aa home security""}], [{""id"": ""g1.0"", ""content"": ""laptop""}]]","[""What home security business has given the mousepad on the desk?"", ""Why has a home security business given the mousepad?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000427745.jpg""","""What home security business has given the mousepad?""","427745008","[[{""id"":""g0.3"",""content"":""aa home security""}],[{""id"":""g1.0"",""content"":""laptop""}]]","[""What home security business has given the mousepad on the desk?"",""Why has a home security business given the mousepad?""]","true","value","""M/B. M/A ""","esteng"
"562206","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24872","52","Thu Jun 30 20:28:09 UTC 2022","Thu Jun 30 20:28:13 UTC 2022","4","[[{""id"": ""g0.7"", ""content"": ""crane box""}], [{""id"": ""g1.0"", ""content"": ""electrician""}]]","[""What is the man standing in ?"", ""What is the man in photo called?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000013944.jpg""","""What is the man in?""","13944000","[[{""id"":""g0.7"",""content"":""crane box""}],[{""id"":""g1.0"",""content"":""electrician""}]]","[""What is the man standing in ?"",""What is the man in photo called?""]","true","value","""M/A ""","esteng"
"562207","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24873","52","Thu Jun 30 20:28:13 UTC 2022","Thu Jun 30 20:28:21 UTC 2022","8","[[{""id"": ""g0.5"", ""content"": ""picture""}], [{""id"": ""g1.2"", ""content"": ""toothpaste""}]]","[""What is the child making as seen?"", ""What is the child making a recording of?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000359180.jpg""","""What is the child making?""","359180006","[[{""id"":""g0.5"",""content"":""picture""}],[{""id"":""g1.2"",""content"":""toothpaste""}]]","[""What is the child making as seen?"",""What is the child making a recording of?""]","true","value","""M/B    ""","esteng"
"562208","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24874","52","Thu Jun 30 20:28:21 UTC 2022","Thu Jun 30 20:28:39 UTC 2022","18","[[{""id"": ""g0.6"", ""content"": ""speedo""}], [{""id"": ""g1.2"", ""content"": ""white lettering""}]]","[""What is written on the person's sleeve represent?"", ""What design is written on the person's sleeve?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000342681.jpg""","""What is written on the person's sleeve?""","342681006","[[{""id"":""g0.6"",""content"":""speedo""}],[{""id"":""g1.2"",""content"":""white lettering""}]]","[""What is written on the person's sleeve represent?"",""What design is written on the person's sleeve?""]","true","value","""A/K. M/A. M/B    ""","esteng"
"562209","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24875","52","Thu Jun 30 20:28:39 UTC 2022","Thu Jun 30 20:29:00 UTC 2022","21","[[{""id"": ""g0.0"", ""content"": ""on table""}], [{""id"": ""g1.1"", ""content"": ""next to backpack""}], [{""id"": ""g2.5"", ""content"": ""left side""}]]","[""What is the water bottle on?"", ""What is the water bottle near?"", ""Which direction is the water bottle?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000389775.jpg""","""Where is the water bottle?""","389775000","[[{""id"":""g0.0"",""content"":""on table""}],[{""id"":""g1.1"",""content"":""next to backpack""}],[{""id"":""g2.5"",""content"":""left side""}]]","[""What is the water bottle on?"",""What is the water bottle near?"",""Which direction is the water bottle?""]","true","value","""A/L ""","esteng"
"562210","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24876","52","Thu Jun 30 20:29:00 UTC 2022","Thu Jun 30 20:29:06 UTC 2022","6","[[{""id"": ""g0.3"", ""content"": ""in water""}], [{""id"": ""g1.2"", ""content"": ""in center""}]]","[""Where is the surfer in the picture on?"", ""Where is the surfer located in the picture?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000250777.jpg""","""Where is the surfer in the picture?""","250777000","[[{""id"":""g0.3"",""content"":""in water""}],[{""id"":""g1.2"",""content"":""in center""}]]","[""Where is the surfer in the picture on?"",""Where is the surfer located in the picture?""]","true","value","""A/L ""","esteng"
"562211","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24877","52","Thu Jun 30 20:29:06 UTC 2022","Thu Jun 30 20:29:31 UTC 2022","25","[[{""id"": ""g0.1"", ""content"": ""olive oil""}], [{""id"": ""g1.5"", ""content"": ""dash""}]]","[""What is the brand of salad dressing contain?"", ""What is the brand name of salad dressing?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000208304.jpg""","""What is the brand of salad dressing?""","208304001","[[{""id"":""g0.1"",""content"":""olive oil""}],[{""id"":""g1.5"",""content"":""dash""}]]","[""What is the brand of salad dressing contain?"",""What is the brand name of salad dressing?""]","true","value","""U. A/M ""","esteng"
"562212","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24878","52","Thu Jun 30 20:29:31 UTC 2022","Thu Jun 30 20:29:42 UTC 2022","11","[[{""id"": ""g0.1"", ""content"": ""at food""}], [{""id"": ""g1.0"", ""content"": ""table""}], [{""id"": ""g2.3"", ""content"": ""lower left""}]]","[""Where is the baby looking at?"", ""Where is the baby that is looking sitting?"", ""In which direction is the baby looking?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000240862.jpg""","""Where is the baby looking?""","240862004","[[{""id"":""g0.1"",""content"":""at food""}],[{""id"":""g1.0"",""content"":""table""}],[{""id"":""g2.3"",""content"":""lower left""}]]","[""Where is the baby looking at?"",""Where is the baby that is looking sitting?"",""In which direction is the baby looking?""]","true","value","""A/D             ""","esteng"
"562213","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24879","52","Thu Jun 30 20:29:42 UTC 2022","Thu Jun 30 20:29:59 UTC 2022","17","[[{""id"": ""g0.2"", ""content"": ""fish net""}], [{""id"": ""g1.1"", ""content"": ""pier""}], [{""id"": ""g2.0"", ""content"": ""anchor""}]]","[""What is tied to the boat for fishing?"", ""What is  the boat tied to ?"", ""What is tied to the boat to hold position?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000250106.jpg""","""What is tied to the boat?""","250106027","[[{""id"":""g0.2"",""content"":""fish net""}],[{""id"":""g1.1"",""content"":""pier""}],[{""id"":""g2.0"",""content"":""anchor""}]]","[""What is tied to the boat for fishing?"",""What is  the boat tied to ?"",""What is tied to the boat to hold position?""]","true","value","""A/M""","esteng"
"562214","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24880","52","Thu Jun 30 20:29:59 UTC 2022","Thu Jun 30 20:30:10 UTC 2022","11","[[{""id"": ""g0.2"", ""content"": ""tv""}], [{""id"": ""g1.0"", ""content"": ""closet""}], [{""id"": ""g2.0"", ""content"": ""painting""}]]","[""What tall item can be seen straight ahead to the right of the door frame?"", ""What wide tall item can be seen straight ahead through the door frame?"", ""What tall wall item can be seen straight ahead through the door frame?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000391525.jpg""","""What tall item can be seen straight ahead through the door frame?""","391525007","[[{""id"":""g0.2"",""content"":""tv""}],[{""id"":""g1.0"",""content"":""closet""}],[{""id"":""g2.0"",""content"":""painting""}]]","[""What tall item can be seen straight ahead to the right of the door frame?"",""What wide tall item can be seen straight ahead through the door frame?"",""What tall wall item can be seen straight ahead through the door frame?""]","true","value","""A/M   ""","esteng"
"562215","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24881","52","Thu Jun 30 20:30:10 UTC 2022","Thu Jun 30 20:30:21 UTC 2022","11","[[{""id"": ""g0.3"", ""content"": ""breakfast""}], [{""id"": ""g1.4"", ""content"": ""assortment of bread and veggies""}], [{""id"": ""g2.0"", ""content"": ""japanese""}]]","[""What kind of food meal is this?"", ""What kind of food is shown?"", ""What kind of food type is this?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000236629.jpg""","""What kind of food?""","236629000","[[{""id"":""g0.3"",""content"":""breakfast""}],[{""id"":""g1.4"",""content"":""assortment of bread and veggies""}],[{""id"":""g2.0"",""content"":""japanese""}]]","[""What kind of food meal is this?"",""What kind of food is shown?"",""What kind of food type is this?""]","true","value","""A/K      ""","esteng"
"562216","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24882","52","Thu Jun 30 20:30:21 UTC 2022","Thu Jun 30 20:30:28 UTC 2022","7","[[{""id"": ""g0.0"", ""content"": ""ale""}], [{""id"": ""g1.1"", ""content"": ""imported""}], [{""id"": ""g2.0"", ""content"": ""bottled""}], [{""id"": ""g3.3"", ""content"": ""black label""}]]","[""What type of beer are the people drinking?"", ""What kind of beer, imported or domestic, are the people drinking?"", ""What kind of beer container are the people drinking from?"", ""What brand of beer are the people drinking?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000436440.jpg""","""What kind of beer are the people drinking?""","436440001","[[{""id"":""g0.0"",""content"":""ale""}],[{""id"":""g1.1"",""content"":""imported""}],[{""id"":""g2.0"",""content"":""bottled""}],[{""id"":""g3.3"",""content"":""black label""}]]","[""What type of beer are the people drinking?"",""What kind of beer, imported or domestic, are the people drinking?"",""What kind of beer container are the people drinking from?"",""What brand of beer are the people drinking?""]","true","value","""A/K      ""","esteng"
"562217","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24883","52","Thu Jun 30 20:30:28 UTC 2022","Thu Jun 30 20:30:36 UTC 2022","8","[[{""id"": ""g0.1"", ""content"": ""green""}], [{""id"": ""g1.3"", ""content"": ""tourist""}], [{""id"": ""g2.0"", ""content"": ""japanese""}]]","[""Which bus color is it?"", ""For which purpose is the bus?"", ""Which country made the bus?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000032809.jpg""","""Which bus it is?""","32809001","[[{""id"":""g0.1"",""content"":""green""}],[{""id"":""g1.3"",""content"":""tourist""}],[{""id"":""g2.0"",""content"":""japanese""}]]","[""Which bus color is it?"",""For which purpose is the bus?"",""Which country made the bus?""]","true","value","""A/K      ""","esteng"
"562218","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24884","52","Thu Jun 30 20:30:36 UTC 2022","Thu Jun 30 20:30:44 UTC 2022","8","[[{""id"": ""g0.5"", ""content"": ""bikes""}], [{""id"": ""g1.1"", ""content"": ""for safety""}]]","[""What causes the people to wear helmets?"", ""For what reason are the people wearing helmets?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000034815.jpg""","""Why are the people wearing helmets?""","34815002","[[{""id"":""g0.5"",""content"":""bikes""}],[{""id"":""g1.1"",""content"":""for safety""}]]","[""What causes the people to wear helmets?"",""For what reason are the people wearing helmets?""]","true","value","""A/D    ""","esteng"
"562219","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24885","52","Thu Jun 30 20:30:44 UTC 2022","Thu Jun 30 20:30:56 UTC 2022","12","[[{""id"": ""g0.1"", ""content"": ""blue bell""}], [{""id"": ""g1.6"", ""content"": ""cornflower""}]]","[""What color is this flower?"", ""What is this flower called?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000393989.jpg""","""What is this flower?""","393989009","[[{""id"":""g0.1"",""content"":""blue bell""}],[{""id"":""g1.6"",""content"":""cornflower""}]]","[""What color is this flower?"",""What is this flower called?""]","true","value","""A/K      ""","esteng"
"562220","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24886","52","Thu Jun 30 20:30:56 UTC 2022","Thu Jun 30 20:31:12 UTC 2022","16","[[{""id"": ""g0.4"", ""content"": ""waiting for haircut""}], [{""id"": ""g1.0"", ""content"": ""working""}], [{""id"": ""g2.1"", ""content"": ""standing""}], [{""id"": ""g3.0"", ""content"": ""preparing to leave""}]]","[""For what reason are the people here?"", ""What are the people doing to the hair?"", ""What positions are the people in?"", ""What are some of the people doing?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000332578.jpg""","""What are the people doing?""","332578000","[[{""id"":""g0.4"",""content"":""waiting for haircut""}],[{""id"":""g1.0"",""content"":""working""}],[{""id"":""g2.1"",""content"":""standing""}],[{""id"":""g3.0"",""content"":""preparing to leave""}]]","[""For what reason are the people here?"",""What are the people doing to the hair?"",""What positions are the people in?"",""What are some of the people doing?""]","true","value","""A/M. A/D    ""","esteng"
"562221","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24887","52","Thu Jun 30 20:31:12 UTC 2022","Thu Jun 30 20:31:21 UTC 2022","9","[[{""id"": ""g0.4"", ""content"": ""20's""}], [{""id"": ""g1.0"", ""content"": ""summer""}]]","[""What decade does this appear to be in?"", ""What season in this decade does this appear to be?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000323963.jpg""","""What decade does this appear to be?""","323963000","[[{""id"":""g0.4"",""content"":""20's""}],[{""id"":""g1.0"",""content"":""summer""}]]","[""What decade does this appear to be in?"",""What season in this decade does this appear to be?""]","true","value","""M/A. A/T ""","esteng"
"562222","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24888","52","Thu Jun 30 20:31:22 UTC 2022","Thu Jun 30 20:31:30 UTC 2022","8","[[{""id"": ""g0.2"", ""content"": ""barred""}], [{""id"": ""g1.1"", ""content"": ""skinny""}], [{""id"": ""g2.1"", ""content"": ""pane""}]]","[""What is the style purpose of the glass windows?"", ""What is the style shape of the glass windows?"", ""What is the style type of the glass windows?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000470925.jpg""","""What is the style of the glass windows?""","470925002","[[{""id"":""g0.2"",""content"":""barred""}],[{""id"":""g1.1"",""content"":""skinny""}],[{""id"":""g2.1"",""content"":""pane""}]]","[""What is the style purpose of the glass windows?"",""What is the style shape of the glass windows?"",""What is the style type of the glass windows?""]","true","value","""A/K      ""","esteng"
"562223","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24890","52","Thu Jun 30 20:45:07 UTC 2022","Thu Jun 30 20:45:36 UTC 2022","29","[[{""id"": ""g0.1"", ""content"": ""cabinet""}], [{""id"": ""g1.3"", ""content"": ""perfume""}], [{""id"": ""g2.0"", ""content"": ""faucet""}]]","[""What is the silver box below the mirror on?"", ""What is the silver box below the mirror used for?"", ""What is near the silver box below the mirror?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000127301.jpg""","""What is the silver box below the mirror?""","127301001","[[{""id"":""g0.1"",""content"":""cabinet""}],[{""id"":""g1.3"",""content"":""perfume""}],[{""id"":""g2.0"",""content"":""faucet""}]]","[""What is the silver box below the mirror on?"",""What is the silver box below the mirror used for?"",""What is near the silver box below the mirror?""]","true","value","""A/D. A/L ""","esteng"
