imgUrl,questionStr,answerGroups,answerQuestions
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000446470.jpg""","""Where is the animal looking?""","[[{""id"": ""g0.0"", ""content"": ""to left""}, {""id"": ""g0.1"", ""content"": ""left""}], [{""id"": ""g1.0"", ""content"": ""at trees""}], [{""id"": ""g2.0"", ""content"": ""west""}, {""id"": ""g2.1"", ""content"": ""south""}], [{""id"": ""g3.0"", ""content"": ""behind him""}], [{""id"": ""g4.0"", ""content"": ""tree""}], [{""id"": ""g5.0"", ""content"": ""forward""}], [{""id"": ""g6.0"", ""content"": ""distance""}]]","[""Where is the animal looking?"", ""Where is the animal looking?"", ""Where is the animal looking?"", ""Where is the animal looking?"", ""Where is the animal looking?"", ""Where is the animal looking?"", ""Where is the animal looking?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000446628.jpg""","""How can you tell this is a warm, tropical environment?""","[[{""id"": ""g0.0"", ""content"": ""yes""}], [{""id"": ""g1.0"", ""content"": ""by blue color of ocean""}, {""id"": ""g1.1"", ""content"": ""lack of clothing""}], [{""id"": ""g2.0"", ""content"": ""many surfboards""}], [{""id"": ""g3.0"", ""content"": ""beach and surfboards""}, {""id"": ""g3.1"", ""content"": ""beach and surfing""}], [{""id"": ""g4.0"", ""content"": ""palm trees""}], [{""id"": ""g5.0"", ""content"": ""sand""}], [{""id"": ""g6.0"", ""content"": ""surfboards""}]]","[""How can you tell this is a warm, tropical environment?"", ""How can you tell this is a warm, tropical environment?"", ""How can you tell this is a warm, tropical environment?"", ""How can you tell this is a warm, tropical environment?"", ""How can you tell this is a warm, tropical environment?"", ""How can you tell this is a warm, tropical environment?"", ""How can you tell this is a warm, tropical environment?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000446677.jpg""","""Why is the man with the sheep?""","[[{""id"": ""g0.0"", ""content"": ""helping it""}, {""id"": ""g0.1"", ""content"": ""to pet him""}, {""id"": ""g0.2"", ""content"": ""his pet""}, {""id"": ""g0.3"", ""content"": ""to pet it""}], [{""id"": ""g1.0"", ""content"": ""examination""}], [{""id"": ""g2.0"", ""content"": ""showing""}], [{""id"": ""g3.0"", ""content"": ""owner""}], [{""id"": ""g4.0"", ""content"": ""sheep show""}]]","[""Why is the man with the sheep?"", ""Why is the man with the sheep?"", ""Why is the man with the sheep?"", ""Why is the man with the sheep?"", ""Why is the man with the sheep?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000446677.jpg""","""Why is that man wearing a nice, crisp-looking white dress shirt in a livestock pen?""","[[{""id"": ""g0.0"", ""content"": ""works there""}, {""id"": ""g0.1"", ""content"": ""going to work""}], [{""id"": ""g1.0"", ""content"": ""he is judge""}], [{""id"": ""g2.0"", ""content"": ""to impress girls""}], [{""id"": ""g3.0"", ""content"": ""competition""}], [{""id"": ""g4.0"", ""content"": ""don't know""}], [{""id"": ""g5.0"", ""content"": ""tourist""}], [{""id"": ""g6.0"", ""content"": ""showing them""}], [{""id"": ""g7.0"", ""content"": ""photos""}]]","[""Why is that man wearing a nice, crisp-looking white dress shirt in a livestock pen?"", ""Why is that man wearing a nice, crisp-looking white dress shirt in a livestock pen?"", ""Why is that man wearing a nice, crisp-looking white dress shirt in a livestock pen?"", ""Why is that man wearing a nice, crisp-looking white dress shirt in a livestock pen?"", ""Why is that man wearing a nice, crisp-looking white dress shirt in a livestock pen?"", ""Why is that man wearing a nice, crisp-looking white dress shirt in a livestock pen?"", ""Why is that man wearing a nice, crisp-looking white dress shirt in a livestock pen?"", ""Why is that man wearing a nice, crisp-looking white dress shirt in a livestock pen?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000446694.jpg""","""What type of sandwich is being served?""","[[{""id"": ""g0.0"", ""content"": ""not sandwich""}], [{""id"": ""g1.0"", ""content"": ""tuna and cucumbers""}], [{""id"": ""g2.0"", ""content"": ""tuna""}], [{""id"": ""g3.0"", ""content"": ""chicken salad""}], [{""id"": ""g4.0"", ""content"": ""cucumber""}], [{""id"": ""g5.0"", ""content"": ""lettuce""}], [{""id"": ""g6.0"", ""content"": ""club""}]]","[""What type of sandwich is being served?"", ""What type of sandwich is being served?"", ""What type of sandwich is being served?"", ""What type of sandwich is being served?"", ""What type of sandwich is being served?"", ""What type of sandwich is being served?"", ""What type of sandwich is being served?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000446694.jpg""","""What is in the cone?""","[[{""id"": ""g0.0"", ""content"": ""nothing""}], [{""id"": ""g1.0"", ""content"": ""sandwich""}], [{""id"": ""g2.0"", ""content"": ""no cone""}, {""id"": ""g2.1"", ""content"": ""no cone visible""}], [{""id"": ""g3.0"", ""content"": ""ice cream""}]]","[""What is in the cone?"", ""What is in the cone?"", ""What is in the cone?"", ""What is in the cone?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000446801.jpg""","""How high off the ground is the person?""","[[{""id"": ""g0.0"", ""content"": ""high""}, {""id"": ""g0.1"", ""content"": ""really high""}, {""id"": ""g0.2"", ""content"": ""pretty high""}, {""id"": ""g0.3"", ""content"": ""very high""}], [{""id"": ""g1.0"", ""content"": ""25 feet""}, {""id"": ""g1.1"", ""content"": ""20 feet""}, {""id"": ""g1.2"", ""content"": ""30 feet""}]]","[""How high off the ground is the person?"", ""How high off the ground is the person?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000446872.jpg""","""What is the surfer wearing?""","[[{""id"": ""g0.0"", ""content"": ""wetsuit""}], [{""id"": ""g1.0"", ""content"": ""blue""}], [{""id"": ""g2.0"", ""content"": ""suit""}, {""id"": ""g2.1"", ""content"": ""water suit""}], [{""id"": ""g3.0"", ""content"": ""swim clothes""}, {""id"": ""g3.1"", ""content"": ""shirt and shorts""}, {""id"": ""g3.2"", ""content"": ""t shirt""}], [{""id"": ""g4.0"", ""content"": ""swimsuit""}]]","[""What is the surfer wearing?"", ""What is the surfer wearing?"", ""What is the surfer wearing?"", ""What is the surfer wearing?"", ""What is the surfer wearing?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000447016.jpg""","""What is the napkin for?""","[[{""id"": ""g0.0"", ""content"": ""to stay clean""}, {""id"": ""g0.1"", ""content"": ""clean up""}, {""id"": ""g0.2"", ""content"": ""to keep person's pants clean""}], [{""id"": ""g1.0"", ""content"": ""to wrap hot dog""}, {""id"": ""g1.1"", ""content"": ""hot dog""}], [{""id"": ""g2.0"", ""content"": ""messes""}], [{""id"": ""g3.0"", ""content"": ""crumbs""}], [{""id"": ""g4.0"", ""content"": ""wiping""}]]","[""What is the napkin for?"", ""What is the napkin for?"", ""What is the napkin for?"", ""What is the napkin for?"", ""What is the napkin for?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000004471.jpg""","""What forms of payment does this machine accept?""","[[{""id"": ""g0.0"", ""content"": ""cash or credit""}, {""id"": ""g0.1"", ""content"": ""coins and credit cards""}, {""id"": ""g0.2"", ""content"": ""card and cash""}, {""id"": ""g0.3"", ""content"": ""cash or card""}, {""id"": ""g0.4"", ""content"": ""cash and card""}], [{""id"": ""g1.0"", ""content"": ""change credit card""}, {""id"": ""g1.1"", ""content"": ""credit card""}], [{""id"": ""g2.0"", ""content"": ""cash""}], [{""id"": ""g3.0"", ""content"": ""coins""}]]","[""What forms of payment does this machine accept?"", ""What forms of payment does this machine accept?"", ""What forms of payment does this machine accept?"", ""What forms of payment does this machine accept?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000447112.jpg""","""What color are the babies eyes?""","[[{""id"": ""g0.0"", ""content"": ""dark brown""}, {""id"": ""g0.1"", ""content"": ""brown""}], [{""id"": ""g1.0"", ""content"": ""black""}]]","[""What color are the babies eyes?"", ""What color are the babies eyes?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000447170.jpg""","""Why is the sandwich wrapped?""","[[{""id"": ""g0.0"", ""content"": ""less messy""}], [{""id"": ""g1.0"", ""content"": ""to hold it""}, {""id"": ""g1.1"", ""content"": ""make easier to hold""}, {""id"": ""g1.2"", ""content"": ""to keep it together""}, {""id"": ""g1.3"", ""content"": ""hold sandwich together""}], [{""id"": ""g2.0"", ""content"": ""for sanitary purposes""}, {""id"": ""g2.1"", ""content"": ""for eating neatly""}], [{""id"": ""g3.0"", ""content"": ""unknown""}], [{""id"": ""g4.0"", ""content"": ""yes""}]]","[""Why is the sandwich wrapped?"", ""Why is the sandwich wrapped?"", ""Why is the sandwich wrapped?"", ""Why is the sandwich wrapped?"", ""Why is the sandwich wrapped?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000447253.jpg""","""What is the man selling on the tray in his hand?""","[[{""id"": ""g0.0"", ""content"": ""flowers""}], [{""id"": ""g1.0"", ""content"": ""cotton candy""}], [{""id"": ""g2.0"", ""content"": ""drinks""}], [{""id"": ""g3.0"", ""content"": ""paper windmills""}], [{""id"": ""g4.0"", ""content"": ""snacks""}], [{""id"": ""g5.0"", ""content"": ""pinwheels""}], [{""id"": ""g6.0"", ""content"": ""kites""}]]","[""What is the man selling on the tray in his hand?"", ""What is the man selling on the tray in his hand?"", ""What is the man selling on the tray in his hand?"", ""What is the man selling on the tray in his hand?"", ""What is the man selling on the tray in his hand?"", ""What is the man selling on the tray in his hand?"", ""What is the man selling on the tray in his hand?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000447437.jpg""","""Why are people flying kites?""","[[{""id"": ""g0.0"", ""content"": ""for fun""}, {""id"": ""g0.1"", ""content"": ""fun""}], [{""id"": ""g1.0"", ""content"": ""kite day""}], [{""id"": ""g2.0"", ""content"": ""national holiday""}], [{""id"": ""g3.0"", ""content"": ""windy""}], [{""id"": ""g4.0"", ""content"": ""it's windy""}], [{""id"": ""g5.0"", ""content"": ""celebrating""}], [{""id"": ""g6.0"", ""content"": ""in celebration""}], [{""id"": ""g7.0"", ""content"": ""they want too""}]]","[""Why are people flying kites?"", ""Why are people flying kites?"", ""Why are people flying kites?"", ""Why are people flying kites?"", ""Why are people flying kites?"", ""Why are people flying kites?"", ""Why are people flying kites?"", ""Why are people flying kites?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000447557.jpg""","""What are this person's two favorite colors likely to be?""","[[{""id"": ""g0.0"", ""content"": ""red and black""}, {""id"": ""g0.1"", ""content"": ""blue white""}, {""id"": ""g0.2"", ""content"": ""blue and black""}, {""id"": ""g0.3"", ""content"": ""blue and white""}, {""id"": ""g0.4"", ""content"": ""white and blue""}, {""id"": ""g0.5"", ""content"": ""black and white""}, {""id"": ""g0.6"", ""content"": ""black and blue""}, {""id"": ""g0.7"", ""content"": ""blue, white""}]]","[""What are this person's two favorite colors likely to be?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000447684.jpg""","""Where are the ears on the bull?""","[[{""id"": ""g0.0"", ""content"": ""yes""}], [{""id"": ""g1.0"", ""content"": ""behind his horns""}, {""id"": ""g1.1"", ""content"": ""behind horns""}], [{""id"": ""g2.0"", ""content"": ""near horns""}, {""id"": ""g2.1"", ""content"": ""underneath its horns""}, {""id"": ""g2.2"", ""content"": ""below horns""}, {""id"": ""g2.3"", ""content"": ""under horns""}], [{""id"": ""g3.0"", ""content"": ""on side of its head""}, {""id"": ""g3.1"", ""content"": ""head""}]]","[""Where are the ears on the bull?"", ""Where are the ears on the bull?"", ""Where are the ears on the bull?"", ""Where are the ears on the bull?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000447773.jpg""","""Where is a snow drift?""","[[{""id"": ""g0.0"", ""content"": ""on mountain""}, {""id"": ""g0.1"", ""content"": ""on top of mountains""}], [{""id"": ""g1.0"", ""content"": ""to right""}, {""id"": ""g1.1"", ""content"": ""nowhere""}], [{""id"": ""g2.0"", ""content"": ""mountain""}], [{""id"": ""g3.0"", ""content"": ""no""}], [{""id"": ""g4.0"", ""content"": ""left""}]]","[""Where is a snow drift?"", ""Where is a snow drift?"", ""Where is a snow drift?"", ""Where is a snow drift?"", ""Where is a snow drift?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000044782.jpg""","""What does the bottom sign say on the sign post?""","[[{""id"": ""g0.0"", ""content"": ""blue balls""}], [{""id"": ""g1.0"", ""content"": ""wave""}], [{""id"": ""g2.0"", ""content"": ""can't read""}]]","[""What does the bottom sign say on the sign post?"", ""What does the bottom sign say on the sign post?"", ""What does the bottom sign say on the sign post?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000447840.jpg""","""What color are the walls?""","[[{""id"": ""g0.0"", ""content"": ""blue""}], [{""id"": ""g1.0"", ""content"": ""blue and white""}, {""id"": ""g1.1"", ""content"": ""blue, white""}]]","[""What color are the walls?"", ""What color are the walls?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000447934.jpg""","""Where are the baby elephants?""","[[{""id"": ""g0.0"", ""content"": ""front""}], [{""id"": ""g1.0"", ""content"": ""right there""}, {""id"": ""g1.1"", ""content"": ""close to camera""}], [{""id"": ""g2.0"", ""content"": ""grass""}, {""id"": ""g2.1"", ""content"": ""in grass""}, {""id"": ""g2.2"", ""content"": ""on grass""}], [{""id"": ""g3.0"", ""content"": ""field""}], [{""id"": ""g4.0"", ""content"": ""near road""}]]","[""Where are the baby elephants?"", ""Where are the baby elephants?"", ""Where are the baby elephants?"", ""Where are the baby elephants?"", ""Where are the baby elephants?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000447977.jpg""","""Why is the toilet outside?""","[[{""id"": ""g0.0"", ""content"": ""abandoned""}], [{""id"": ""g1.0"", ""content"": ""flower display""}], [{""id"": ""g2.0"", ""content"": ""used as planter""}], [{""id"": ""g3.0"", ""content"": ""don't know""}], [{""id"": ""g4.0"", ""content"": ""planter""}], [{""id"": ""g5.0"", ""content"": ""decoration""}], [{""id"": ""g6.0"", ""content"": ""flower pot""}], [{""id"": ""g7.0"", ""content"": ""garbage""}], [{""id"": ""g8.0"", ""content"": ""old""}]]","[""Why is the toilet outside?"", ""Why is the toilet outside?"", ""Why is the toilet outside?"", ""Why is the toilet outside?"", ""Why is the toilet outside?"", ""Why is the toilet outside?"", ""Why is the toilet outside?"", ""Why is the toilet outside?"", ""Why is the toilet outside?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000448077.jpg""","""What is in the bottle?""","[[{""id"": ""g0.0"", ""content"": ""things""}, {""id"": ""g0.1"", ""content"": ""my best guess is apple juice""}], [{""id"": ""g1.0"", ""content"": ""oil""}], [{""id"": ""g2.0"", ""content"": ""tea""}], [{""id"": ""g3.0"", ""content"": ""juice""}]]","[""What is in the bottle?"", ""What is in the bottle?"", ""What is in the bottle?"", ""What is in the bottle?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000448115.jpg""","""What colors are the trains?""","[[{""id"": ""g0.0"", ""content"": ""black, yellow and red""}, {""id"": ""g0.1"", ""content"": ""red, black,""}, {""id"": ""g0.2"", ""content"": ""black and yellow""}, {""id"": ""g0.3"", ""content"": ""black and red""}, {""id"": ""g0.4"", ""content"": ""yellow black red""}, {""id"": ""g0.5"", ""content"": ""brown black and red""}, {""id"": ""g0.6"", ""content"": ""red, yellow and black""}, {""id"": ""g0.7"", ""content"": ""black""}, {""id"": ""g0.8"", ""content"": ""red black yellow""}]]","[""What colors are the trains?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000448648.jpg""","""Why are there no traffic signals?""","[[{""id"": ""g0.0"", ""content"": ""third world country""}, {""id"": ""g0.1"", ""content"": ""foreign country""}, {""id"": ""g0.2"", ""content"": ""it is foreign country""}], [{""id"": ""g1.0"", ""content"": ""they were never put there""}, {""id"": ""g1.1"", ""content"": ""only few cars""}, {""id"": ""g1.2"", ""content"": ""don't need them""}, {""id"": ""g1.3"", ""content"": ""none are installed""}, {""id"": ""g1.4"", ""content"": ""they don't have any in that country""}], [{""id"": ""g2.0"", ""content"": ""no need""}, {""id"": ""g2.1"", ""content"": ""no money""}]]","[""Why are there no traffic signals?"", ""Why are there no traffic signals?"", ""Why are there no traffic signals?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000448653.jpg""","""What type of vegetable is on the plate?""","[[{""id"": ""g0.0"", ""content"": ""celery""}, {""id"": ""g0.1"", ""content"": ""carrots/celery""}], [{""id"": ""g1.0"", ""content"": ""carrot""}], [{""id"": ""g2.0"", ""content"": ""carrots, celery, mushrooms""}], [{""id"": ""g3.0"", ""content"": ""celery, carrots""}, {""id"": ""g3.1"", ""content"": ""carrots""}], [{""id"": ""g4.0"", ""content"": ""mushroom, carrot, & celery""}, {""id"": ""g4.1"", ""content"": ""carrot, celery""}]]","[""What type of vegetable is on the plate?"", ""What type of vegetable is on the plate?"", ""What type of vegetable is on the plate?"", ""What type of vegetable is on the plate?"", ""What type of vegetable is on the plate?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000448671.jpg""","""Where is the table lamp?""","[[{""id"": ""g0.0"", ""content"": ""on table""}, {""id"": ""g0.1"", ""content"": ""end table""}], [{""id"": ""g1.0"", ""content"": ""behind man""}], [{""id"": ""g2.0"", ""content"": ""background""}], [{""id"": ""g3.0"", ""content"": ""night stand""}], [{""id"": ""g4.0"", ""content"": ""top left""}, {""id"": ""g4.1"", ""content"": ""on left""}]]","[""Where is the table lamp?"", ""Where is the table lamp?"", ""Where is the table lamp?"", ""Where is the table lamp?"", ""Where is the table lamp?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000448826.jpg""","""What is the man in yellow doing with his left hand?""","[[{""id"": ""g0.0"", ""content"": ""leaning his head on it""}, {""id"": ""g0.1"", ""content"": ""holding up his head""}, {""id"": ""g0.2"", ""content"": ""touching his face""}, {""id"": ""g0.3"", ""content"": ""holding it under his chin""}], [{""id"": ""g1.0"", ""content"": ""holding chin""}], [{""id"": ""g2.0"", ""content"": ""resting""}], [{""id"": ""g3.0"", ""content"": ""eating""}], [{""id"": ""g4.0"", ""content"": ""holding tennis racket""}]]","[""What is the man in yellow doing with his left hand?"", ""What is the man in yellow doing with his left hand?"", ""What is the man in yellow doing with his left hand?"", ""What is the man in yellow doing with his left hand?"", ""What is the man in yellow doing with his left hand?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000448842.jpg""","""What does the sign on the left say?""","[[{""id"": ""g0.0"", ""content"": ""scaffold site beauchamp tower""}, {""id"": ""g0.1"", ""content"": ""beauchamp tower""}], [{""id"": ""g1.0"", ""content"": ""bloody tower""}], [{""id"": ""g2.0"", ""content"": ""main st""}], [{""id"": ""g3.0"", ""content"": ""street name""}, {""id"": ""g3.1"", ""content"": ""name of street""}], [{""id"": ""g4.0"", ""content"": ""scaffold""}], [{""id"": ""g5.0"", ""content"": ""can't tell""}], [{""id"": ""g6.0"", ""content"": ""scotland yard""}]]","[""What does the sign on the left say?"", ""What does the sign on the left say?"", ""What does the sign on the left say?"", ""What does the sign on the left say?"", ""What does the sign on the left say?"", ""What does the sign on the left say?"", ""What does the sign on the left say?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000448944.jpg""","""Where are the pizza?""","[[{""id"": ""g0.0"", ""content"": ""kitchen""}], [{""id"": ""g1.0"", ""content"": ""on stove""}, {""id"": ""g1.1"", ""content"": ""on top of stove""}], [{""id"": ""g2.0"", ""content"": ""plate""}], [{""id"": ""g3.0"", ""content"": ""on plate""}, {""id"": ""g3.1"", ""content"": ""on table""}], [{""id"": ""g4.0"", ""content"": ""on baking sheet""}], [{""id"": ""g5.0"", ""content"": ""stovetop""}], [{""id"": ""g6.0"", ""content"": ""stove""}], [{""id"": ""g7.0"", ""content"": ""dish""}]]","[""Where are the pizza?"", ""Where are the pizza?"", ""Where are the pizza?"", ""Where are the pizza?"", ""Where are the pizza?"", ""Where are the pizza?"", ""Where are the pizza?"", ""Where are the pizza?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000449082.jpg""","""What 2 directions are shown on the green sign?""","[[{""id"": ""g0.0"", ""content"": ""tom price roebourne""}, {""id"": ""g0.1"", ""content"": ""tom price and roebourne""}], [{""id"": ""g1.0"", ""content"": ""right and left""}, {""id"": ""g1.1"", ""content"": ""just 1, right""}], [{""id"": ""g2.0"", ""content"": ""left, right""}, {""id"": ""g2.1"", ""content"": ""right""}], [{""id"": ""g3.0"", ""content"": ""north and east""}], [{""id"": ""g4.0"", ""content"": ""right, left""}]]","[""What 2 directions are shown on the green sign?"", ""What 2 directions are shown on the green sign?"", ""What 2 directions are shown on the green sign?"", ""What 2 directions are shown on the green sign?"", ""What 2 directions are shown on the green sign?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000449082.jpg""","""What street is this?""","[[{""id"": ""g0.0"", ""content"": ""tom price""}], [{""id"": ""g1.0"", ""content"": ""no street""}, {""id"": ""g1.1"", ""content"": ""there is no street sign""}], [{""id"": ""g2.0"", ""content"": ""country""}, {""id"": ""g2.1"", ""content"": ""country lane""}], [{""id"": ""g3.0"", ""content"": ""not possible""}], [{""id"": ""g4.0"", ""content"": ""roadhouse""}]]","[""What street is this?"", ""What street is this?"", ""What street is this?"", ""What street is this?"", ""What street is this?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000449103.jpg""","""What is the pattern of the awning in the background?""","[[{""id"": ""g0.0"", ""content"": ""striped""}], [{""id"": ""g1.0"", ""content"": ""plain color""}], [{""id"": ""g2.0"", ""content"": ""words""}], [{""id"": ""g3.0"", ""content"": ""triangles""}], [{""id"": ""g4.0"", ""content"": ""solid""}], [{""id"": ""g5.0"", ""content"": ""no awning""}], [{""id"": ""g6.0"", ""content"": ""stripe""}], [{""id"": ""g7.0"", ""content"": ""metal""}]]","[""What is the pattern of the awning in the background?"", ""What is the pattern of the awning in the background?"", ""What is the pattern of the awning in the background?"", ""What is the pattern of the awning in the background?"", ""What is the pattern of the awning in the background?"", ""What is the pattern of the awning in the background?"", ""What is the pattern of the awning in the background?"", ""What is the pattern of the awning in the background?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000449394.jpg""","""What kind of computers are there?""","[[{""id"": ""g0.0"", ""content"": ""windows""}], [{""id"": ""g1.0"", ""content"": ""dell""}], [{""id"": ""g2.0"", ""content"": ""desktop""}], [{""id"": ""g3.0"", ""content"": ""compaq""}], [{""id"": ""g4.0"", ""content"": ""hp""}], [{""id"": ""g5.0"", ""content"": ""unknown""}], [{""id"": ""g6.0"", ""content"": ""mac""}]]","[""What kind of computers are there?"", ""What kind of computers are there?"", ""What kind of computers are there?"", ""What kind of computers are there?"", ""What kind of computers are there?"", ""What kind of computers are there?"", ""What kind of computers are there?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000449701.jpg""","""What bird is in this picture?""","[[{""id"": ""g0.0"", ""content"": ""seagull""}], [{""id"": ""g1.0"", ""content"": ""baby""}], [{""id"": ""g2.0"", ""content"": ""dove""}], [{""id"": ""g3.0"", ""content"": ""pheasant""}, {""id"": ""g3.1"", ""content"": ""quail""}], [{""id"": ""g4.0"", ""content"": ""pigeon""}], [{""id"": ""g5.0"", ""content"": ""curlew""}], [{""id"": ""g6.0"", ""content"": ""gray bird""}], [{""id"": ""g7.0"", ""content"": ""warbler""}], [{""id"": ""g8.0"", ""content"": ""murrelets""}]]","[""What bird is in this picture?"", ""What bird is in this picture?"", ""What bird is in this picture?"", ""What bird is in this picture?"", ""What bird is in this picture?"", ""What bird is in this picture?"", ""What bird is in this picture?"", ""What bird is in this picture?"", ""What bird is in this picture?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000449947.jpg""","""Where does this kid come from?""","[[{""id"": ""g0.0"", ""content"": ""china""}], [{""id"": ""g1.0"", ""content"": ""south america""}], [{""id"": ""g2.0"", ""content"": ""city""}], [{""id"": ""g3.0"", ""content"": ""brazil""}], [{""id"": ""g4.0"", ""content"": ""africa""}], [{""id"": ""g5.0"", ""content"": ""her home""}], [{""id"": ""g6.0"", ""content"": ""india""}], [{""id"": ""g7.0"", ""content"": ""chile""}], [{""id"": ""g8.0"", ""content"": ""tropics""}]]","[""Where does this kid come from?"", ""Where does this kid come from?"", ""Where does this kid come from?"", ""Where does this kid come from?"", ""Where does this kid come from?"", ""Where does this kid come from?"", ""Where does this kid come from?"", ""Where does this kid come from?"", ""Where does this kid come from?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000000450.jpg""","""What toppings are on the pizza?""","[[{""id"": ""g0.0"", ""content"": ""basil""}, {""id"": ""g0.1"", ""content"": ""sauce, cheese, basil""}], [{""id"": ""g1.0"", ""content"": ""basil, mozzarella""}], [{""id"": ""g2.0"", ""content"": ""spinach""}], [{""id"": ""g3.0"", ""content"": ""cheese and basil""}, {""id"": ""g3.1"", ""content"": ""cheese and leaves""}, {""id"": ""g3.2"", ""content"": ""cheese and parsley""}, {""id"": ""g3.3"", ""content"": ""cheese and spinach""}]]","[""What toppings are on the pizza?"", ""What toppings are on the pizza?"", ""What toppings are on the pizza?"", ""What toppings are on the pizza?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000450006.jpg""","""What is the color of the pitch?""","[[{""id"": ""g0.0"", ""content"": ""blue""}, {""id"": ""g0.1"", ""content"": ""red""}, {""id"": ""g0.2"", ""content"": ""gray and blue""}], [{""id"": ""g1.0"", ""content"": ""gray""}], [{""id"": ""g2.0"", ""content"": ""white""}], [{""id"": ""g3.0"", ""content"": ""this makes no sense""}], [{""id"": ""g4.0"", ""content"": ""green""}]]","[""What is the color of the pitch?"", ""What is the color of the pitch?"", ""What is the color of the pitch?"", ""What is the color of the pitch?"", ""What is the color of the pitch?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000450050.jpg""","""What number is on the bus?""","[[{""id"": ""g0.0"", ""content"": ""6667""}], [{""id"": ""g1.0"", ""content"": ""160""}]]","[""What number is on the bus?"", ""What number is on the bus?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000450111.jpg""","""What is the purpose of the green dish?""","[[{""id"": ""g0.0"", ""content"": ""to hold spoon while cooking""}, {""id"": ""g0.1"", ""content"": ""put dirty utensils""}, {""id"": ""g0.2"", ""content"": ""spoon rest to keep stove clean""}, {""id"": ""g0.3"", ""content"": ""to hold spoons""}], [{""id"": ""g1.0"", ""content"": ""spoon rest""}], [{""id"": ""g2.0"", ""content"": ""spoon""}], [{""id"": ""g3.0"", ""content"": ""utensil holder""}]]","[""What is the purpose of the green dish?"", ""What is the purpose of the green dish?"", ""What is the purpose of the green dish?"", ""What is the purpose of the green dish?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000450111.jpg""","""How long until this pizza is done?""","[[{""id"": ""g0.0"", ""content"": ""it is done""}, {""id"": ""g0.1"", ""content"": ""now""}], [{""id"": ""g1.0"", ""content"": ""30 minutes""}, {""id"": ""g1.1"", ""content"": ""15 minutes""}, {""id"": ""g1.2"", ""content"": ""10 minutes""}, {""id"": ""g1.3"", ""content"": ""30 min""}, {""id"": ""g1.4"", ""content"": ""5 minutes""}, {""id"": ""g1.5"", ""content"": ""20 minutes""}]]","[""How long until this pizza is done?"", ""How long until this pizza is done?""]"
